Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
46	PTPRM	5797	2.2708	0.0013	protein tyrosine phosphatase, receptor type, M
47	SLC39A10	57181	2.2687	0.0019	solute carrier family 39 (zinc transporter), member 10
48	KIAA1841	84542	2.2655	0.0010	KIAA1841
49	RAB33B	83452	2.2654	0.0008	RAB33B, member RAS oncogene family
50	ZNF100	163227	2.2652	0.0007	zinc finger protein 100
51	SLC30A7	148867	2.2583	0.0098	solute carrier family 30 (zinc transporter), member 7
52	RHOQ	23433	2.2543	0.0016	ras homolog family member Q
53	CAND1	55832	2.2443	0.0526	cullin-associated and neddylation-dissociated 1
54	DENND4C	55667	2.2365	0.0075	DENN/MADD domain containing 4C
55	GNPTAB	79158	2.2357	0.0007	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
56	ZNF295	49854	2.2333	0.0040	zinc finger protein 295
57	RASA1	5921	2.2333	0.0153	RAS p21 protein activator (GTPase activating protein) 1
58	PAN3	255967	2.2327	0.0107	PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)
59	NUAK1	9891	2.2320	0.0015	NUAK family, SNF1-like kinase, 1
60	ADD3	120	2.2316	0.0039	adducin 3 (gamma)
61	PIK3C2A	5286	2.2310	0.0087	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
62	ANKRD13A	88455	2.2302	0.0016	ankyrin repeat domain 13A
63	G2E3	55632	2.2270	0.0326	G2/M-phase specific E3 ubiquitin protein ligase
64	DCLK1	9201	2.2221	0.0012	doublecortin-like kinase 1
65	SPRED1	161742	2.2173	0.0034	sprouty-related, EVH1 domain containing 1
66	TUG1	55000	2.2145	0.0097	taurine upregulated 1 (non-protein coding)
67	ZNF260	339324	2.2139	0.0548	zinc finger protein 260
68	KCTD12	115207	2.2125	0.0027	potassium channel tetramerisation domain containing 12
69	TAB3	257397	2.2101	0.0036	TGF-beta activated kinase 1/MAP3K7 binding protein 3
70	ZC3H12C	85463	2.2076	0.0013	zinc finger CCCH-type containing 12C
71	CLMP	79827	2.2060	0.0005	CXADR-like membrane protein
72	ZNF451	26036	2.2048	0.0175	zinc finger protein 451
73	FERMT2	10979	2.2039	0.0092	fermitin family member 2
74	ECM2	1842	2.2026	0.0059	extracellular matrix protein 2, female organ and adipocyte specific
75	FAM13A-AS1	285512	2.1981	0.0031	FAM13A antisense RNA 1 (non-protein coding)
76	ZNF776	284309	2.1970	0.0087	zinc finger protein 776
77	LEPR	3953	2.1958	0.0052	leptin receptor
78	HDGFRP3	50810	2.1939	0.0015	hepatoma-derived growth factor, related protein 3
79	TECRL	253017	2.1922	0.0000	trans-2,3-enoyl-CoA reductase-like
80	MYO5C	55930	2.1921	0.0013	myosin VC
81	NPAT	4863	2.1854	0.0099	nuclear protein, ataxia-telangiectasia locus
82	TIGD7	91151	2.1834	0.0007	tigger transposable element derived 7
83	PDGFRA	5156	2.1831	0.0047	platelet-derived growth factor receptor, alpha polypeptide
84	AHR	196	2.1812	0.0045	aryl hydrocarbon receptor
85	ZBTB41	360023	2.1801	0.0344	zinc finger and BTB domain containing 41
86	RNF19A	25897	2.1801	0.0041	ring finger protein 19A, E3 ubiquitin protein ligase
87	DPYD	1806	2.1800	0.0112	dihydropyrimidine dehydrogenase
88	CD302	9936	2.1798	0.0045	CD302 molecule
89	ZNF559	84527	2.1780	0.0057	zinc finger protein 559
90	TBL1XR1	79718	2.1765	0.0036	transducin (beta)-like 1 X-linked receptor 1
91	LOC253039	253039	2.1758	0.0006	uncharacterized LOC253039
92	CRYZ	1429	2.1738	0.0007	crystallin, zeta (quinone reductase)
93	PPP1R12A	4659	2.1705	0.0474	protein phosphatase 1, regulatory subunit 12A
94	DPP8	54878	2.1694	0.0085	dipeptidyl-peptidase 8
95	AKAP12	9590	2.1693	0.0011	A kinase (PRKA) anchor protein 12
96	PTAR1	375743	2.1685	0.0156	protein prenyltransferase alpha subunit repeat containing 1
97	DOCK4	9732	2.1663	0.0022	dedicator of cytokinesis 4
98	MDFIC	29969	2.1656	0.0015	MyoD family inhibitor domain containing
99	FBXO9	26268	2.1646	0.0003	F-box protein 9
100	LCOR	84458	2.1644	0.0163	ligand dependent nuclear receptor corepressor
101	ZFYVE16	9765	2.1618	0.0269	zinc finger, FYVE domain containing 16
102	PRKD3	23683	2.1594	0.0055	protein kinase D3
103	EPHA4	2043	2.1582	0.0003	EPH receptor A4
104	NOVA1	4857	2.1578	0.0032	neuro-oncological ventral antigen 1
105	FMR1	2332	2.1561	0.0128	fragile X mental retardation 1
106	GULP1	51454	2.1528	0.0012	GULP, engulfment adaptor PTB domain containing 1
107	FMNL2	114793	2.1502	0.0012	formin-like 2
108	TBC1D30	23329	2.1500	1.0000	TBC1 domain family, member 30
109	DPY19L4	286148	2.1464	0.0351	dpy-19-like 4 (C. elegans)
110	FZD6	8323	2.1461	0.0020	frizzled family receptor 6
111	BTBD7	55727	2.1449	0.0024	BTB (POZ) domain containing 7
112	BTAF1	9044	2.1418	0.0241	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)
113	TMEM133	83935	2.1417	0.0007	transmembrane protein 133
114	HIF1A	3091	2.1408	0.0163	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)
115	FRMD4B	23150	2.1388	0.0003	FERM domain containing 4B
116	MYO5A	4644	2.1387	0.0044	myosin VA (heavy chain 12, myoxin)
117	GJA1	2697	2.1384	0.0012	gap junction protein, alpha 1, 43kDa
118	ZFP37	7539	2.1382	0.0036	zinc finger protein 37 homolog (mouse)
119	ZNF264	9422	2.1376	0.0035	zinc finger protein 264
120	PUM2	23369	2.1365	0.0611	pumilio homolog 2 (Drosophila)
121	PAPD4	167153	2.1329	0.0697	PAP associated domain containing 4
122	DSE	29940	2.1325	0.0142	dermatan sulfate epimerase
123	ANKRD13C	81573	2.1315	0.0602	ankyrin repeat domain 13C
124	N4BP2L2	10443	2.1300	0.0333	NEDD4 binding protein 2-like 2
125	CCBL2	56267	2.1270	0.0004	cysteine conjugate-beta lyase 2
126	LPL	4023	2.1251	0.0007	lipoprotein lipase
127	C2ORF68	388969	2.1244	0.0068	chromosome 2 open reading frame 68
128	C5ORF62	85027	2.1236	0.0003	chromosome 5 open reading frame 62
129	ACER3	55331	2.1219	0.0026	alkaline ceramidase 3
130	ZNF84	7637	2.1180	0.0236	zinc finger protein 84
131	CD47	961	2.1164	0.0020	CD47 molecule
132	OSBPL8	114882	2.1154	0.0173	oxysterol binding protein-like 8
133	SLC2A10	81031	2.1145	0.0034	solute carrier family 2 (facilitated glucose transporter), member 10
134	PLEKHA5	54477	2.1123	0.0017	pleckstrin homology domain containing, family A member 5
135	CCDC82	79780	2.1087	0.0242	coiled-coil domain containing 82
136	NUCKS1	64710	2.1066	0.0085	nuclear casein kinase and cyclin-dependent kinase substrate 1
137	KDR	3791	2.1062	0.0014	kinase insert domain receptor (a type III receptor tyrosine kinase)
138	ZNF423	23090	2.1057	0.0014	zinc finger protein 423
139	BMPR2	659	2.1055	0.0250	bone morphogenetic protein receptor, type II (serine/threonine kinase)
140	U2SURP	23350	2.1039	0.0744	U2 snRNP-associated SURP domain containing
141	ANGEL2	90806	2.1012	0.0521	angel homolog 2 (Drosophila)
142	ZDHHC17	23390	2.0971	0.0353	zinc finger, DHHC-type containing 17
143	FAM76B	143684	2.0969	0.0330	family with sequence similarity 76, member B
144	NBEA	26960	2.0958	0.0109	neurobeachin
145	PTPRK	5796	2.0943	0.0025	protein tyrosine phosphatase, receptor type, K
146	EPB41L5	57669	2.0921	0.0071	erythrocyte membrane protein band 4.1 like 5
147	USP48	84196	2.0914	0.0052	ubiquitin specific peptidase 48
148	SHOC2	8036	2.0913	0.0616	soc-2 suppressor of clear homolog (C. elegans)
149	GCOM1	145781	2.0912	0.0002	GRINL1A complex locus 1
150	KLHDC5	57542	2.0907	0.0021	kelch domain containing 5
151	PPP4R1	9989	2.0890	0.0114	protein phosphatase 4, regulatory subunit 1
152	ARID4A	5926	2.0887	0.0576	AT rich interactive domain 4A (RBP1-like)
153	ERBB2IP	55914	2.0873	0.0630	erbb2 interacting protein
154	KLB	152831	2.0859	0.0005	klotho beta
155	CDO1	1036	2.0858	0.0010	cysteine dioxygenase, type I
156	PBX1	5087	2.0853	0.0081	pre-B-cell leukemia homeobox 1
157	GTF2H1	2965	2.0844	0.0112	general transcription factor IIH, polypeptide 1, 62kDa
158	COG5	10466	2.0831	0.0104	component of oligomeric golgi complex 5
159	SEPT11	55752	2.0825	0.0072	septin 11
160	LRBA	987	2.0807	0.0138	LPS-responsive vesicle trafficking, beach and anchor containing
161	MIB1	57534	2.0805	0.0579	mindbomb E3 ubiquitin protein ligase 1
162	TRHDE-AS1	283392	2.0787	0.0041	TRHDE antisense RNA 1 (non-protein coding)
163	C2CD2	25966	2.0784	0.0005	C2 calcium-dependent domain containing 2
164	EPS8	2059	2.0763	0.0052	epidermal growth factor receptor pathway substrate 8
165	ADIPOQ	9370	2.0735	0.0002	adiponectin, C1Q and collagen domain containing
166	TSHZ3	57616	2.0724	0.0081	teashirt zinc finger homeobox 3
167	LRRC8C	84230	2.0724	0.0063	leucine rich repeat containing 8 family, member C
168	MFSD8	256471	2.0720	0.0184	major facilitator superfamily domain containing 8
169	ANXA1	301	2.0697	0.0149	annexin A1
170	RGS5	8490	2.0697	0.0100	regulator of G-protein signaling 5
171	SMC6	79677	2.0678	0.0243	structural maintenance of chromosomes 6
172	ZBTB44	29068	2.0636	0.0267	zinc finger and BTB domain containing 44
173	PLS3	5358	2.0625	0.0116	plastin 3
174	CAV1	857	2.0598	0.0104	caveolin 1, caveolae protein, 22kDa
175	QSER1	79832	2.0596	0.0057	glutamine and serine rich 1
176	ZNF117	51351	2.0591	0.0057	zinc finger protein 117
177	ZNF292	23036	2.0578	0.0346	zinc finger protein 292
178	LPP	4026	2.0578	0.0112	LIM domain containing preferred translocation partner in lipoma
179	CXCL14	9547	2.0577	0.0005	chemokine (C-X-C motif) ligand 14
180	CSGALNACT1	55790	2.0576	0.0007	chondroitin sulfate N-acetylgalactosaminyltransferase 1
181	CNRIP1	25927	2.0562	0.0058	cannabinoid receptor interacting protein 1
182	LIMA1	51474	2.0560	0.0055	LIM domain and actin binding 1
183	CHRDL1	91851	2.0560	0.0019	chordin-like 1
184	MAP3K1	4214	2.0538	0.0027	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase
185	ZFP90	146198	2.0530	0.0267	zinc finger protein 90 homolog (mouse)
186	GRIP2	80852	2.0500	0.0021	glutamate receptor interacting protein 2
187	EEF1A1	1915	2.0485	0.0031	eukaryotic translation elongation factor 1 alpha 1
188	MECOM	2122	2.0476	0.0005	MDS1 and EVI1 complex locus
189	SBF2	81846	2.0466	0.0225	SET binding factor 2
190	TJP2	9414	2.0462	0.0016	tight junction protein 2
191	RNF141	50862	2.0438	0.0059	ring finger protein 141
192	SLC17A5	26503	2.0425	0.0045	solute carrier family 17 (anion/sugar transporter), member 5
193	CEP57	9702	2.0365	0.0454	centrosomal protein 57kDa
194	WSB1	26118	2.0362	0.0210	WD repeat and SOCS box containing 1
195	FNIP2	57600	2.0361	0.0033	folliculin interacting protein 2
196	ZNF217	7764	2.0345	0.0117	zinc finger protein 217
197	C7ORF23	79161	2.0337	0.0040	chromosome 7 open reading frame 23
198	ABCA6	23460	2.0332	0.0051	ATP-binding cassette, sub-family A (ABC1), member 6
199	VGLL3	389136	2.0305	0.0078	vestigial like 3 (Drosophila)
200	ZC3H11A	9877	2.0294	0.0171	zinc finger CCCH-type containing 11A
201	CRYBG3	131544	2.0277	0.0039	beta-gamma crystallin domain containing 3
202	FCHO2	115548	2.0275	0.0420	FCH domain only 2
203	MAP3K8	1326	2.0242	0.0112	mitogen-activated protein kinase kinase kinase 8
204	TCF4	6925	2.0228	0.0094	transcription factor 4
205	ZNF566	84924	2.0222	0.0127	zinc finger protein 566
206	BIRC6	57448	2.0217	0.0384	baculoviral IAP repeat containing 6
207	C5ORF28	64417	2.0215	0.0268	chromosome 5 open reading frame 28
208	ANP32A	8125	2.0215	0.0097	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
209	FRMD4A	55691	2.0213	0.0004	FERM domain containing 4A
210	ACAP2	23527	2.0203	0.0795	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
211	TM4SF18	116441	2.0203	0.0014	transmembrane 4 L six family member 18
212	IFI16	3428	2.0184	0.0264	interferon, gamma-inducible protein 16
213	ZFC3H1	196441	2.0182	0.0291	zinc finger, C3H1-type containing
214	ELF2	1998	2.0169	0.0123	E74-like factor 2 (ets domain transcription factor)
215	CHD1	1105	2.0166	0.0560	chromodomain helicase DNA binding protein 1
216	PCM1	5108	2.0161	0.0341	pericentriolar material 1
217	SGCE	8910	2.0152	0.0085	sarcoglycan, epsilon
218	NUFIP2	57532	2.0139	0.0354	nuclear fragile X mental retardation protein interacting protein 2
219	CD93	22918	2.0135	0.0131	CD93 molecule
220	TMEM161B	153396	2.0132	0.0175	transmembrane protein 161B
221	GPAM	57678	2.0112	0.0070	glycerol-3-phosphate acyltransferase, mitochondrial
222	BMPER	168667	2.0100	0.0004	BMP binding endothelial regulator
223	BTG3	10950	2.0099	0.0046	BTG family, member 3
224	LNX1	84708	2.0085	0.0006	ligand of numb-protein X 1, E3 ubiquitin protein ligase
225	YLPM1	56252	2.0084	0.0262	YLP motif containing 1
226	MYCBP2	23077	2.0082	0.0227	MYC binding protein 2, E3 ubiquitin protein ligase
227	SOCS5	9655	2.0082	0.0386	suppressor of cytokine signaling 5
228	SENP7	57337	2.0074	0.0540	SUMO1/sentrin specific peptidase 7
229	ZMYM2	7750	2.0071	0.0551	zinc finger, MYM-type 2
230	PPM1A	5494	2.0042	0.0316	protein phosphatase, Mg2+/Mn2+ dependent, 1A
231	EFNB2	1948	2.0027	0.0020	ephrin-B2
232	SLC25A36	55186	2.0023	0.0219	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36
233	GJB4	127534	2.0000	0.0032	gap junction protein, beta 4, 30.3kDa
234	APPBP2	10513	2.0000	0.0825	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
235	SREK1	140890	1.9999	0.0389	splicing regulatory glutamine/lysine-rich protein 1
236	COBLL1	22837	1.9972	0.0023	COBL-like 1
237	SMARCAD1	56916	1.9971	0.0733	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
238	TMX3	54495	1.9960	0.0725	thioredoxin-related transmembrane protein 3
239	ATP9A	10079	1.9954	0.0080	ATPase, class II, type 9A
240	CLK4	57396	1.9950	0.0729	CDC-like kinase 4
241	CADPS2	93664	1.9944	0.0025	Ca++-dependent secretion activator 2
242	SHE	126669	1.9933	0.0068	Src homology 2 domain containing E
243	TMTC3	160418	1.9931	0.0382	transmembrane and tetratricopeptide repeat containing 3
244	OXR1	55074	1.9930	0.0491	oxidation resistance 1
245	ZNF280D	54816	1.9925	0.0612	zinc finger protein 280D
246	ZNF563	147837	1.9873	0.0006	zinc finger protein 563
247	MME	4311	1.9863	0.0006	membrane metallo-endopeptidase
248	ENPEP	2028	1.9850	0.0003	glutamyl aminopeptidase (aminopeptidase A)
249	ARL6IP1	23204	1.9845	0.0213	ADP-ribosylation factor-like 6 interacting protein 1
250	SEC62	7095	1.9828	0.0605	SEC62 homolog (S. cerevisiae)
251	PTPRB	5787	1.9805	0.0108	protein tyrosine phosphatase, receptor type, B
252	SYNC	81493	1.9790	0.0034	syncoilin, intermediate filament protein
253	RNF145	153830	1.9788	0.0009	ring finger protein 145
254	CTHRC1	115908	1.9777	0.0056	collagen triple helix repeat containing 1
255	SNX14	57231	1.9774	0.0721	sorting nexin 14
256	FAM91A1	157769	1.9768	0.0482	family with sequence similarity 91, member A1
257	HNMT	3176	1.9752	0.0117	histamine N-methyltransferase
258	TOP2B	7155	1.9748	0.0991	topoisomerase (DNA) II beta 180kDa
259	MAGED1	9500	1.9746	0.0121	melanoma antigen family D, 1
260	ZDHHC2	51201	1.9745	0.0014	zinc finger, DHHC-type containing 2
261	CNOT6	57472	1.9717	0.0642	CCR4-NOT transcription complex, subunit 6
262	ZBTB33	10009	1.9697	0.0068	zinc finger and BTB domain containing 33
263	ZNF148	7707	1.9690	0.0375	zinc finger protein 148
264	SH3KBP1	30011	1.9684	0.0029	SH3-domain kinase binding protein 1
265	GPRASP1	9737	1.9670	0.0231	G protein-coupled receptor associated sorting protein 1
266	N4BP2	55728	1.9669	0.0077	NEDD4 binding protein 2
267	RTN4	57142	1.9628	0.0274	reticulon 4
268	MBD5	55777	1.9622	0.0130	methyl-CpG binding domain protein 5
269	ENAH	55740	1.9609	0.0066	enabled homolog (Drosophila)
270	MUM1L1	139221	1.9596	0.0003	melanoma associated antigen (mutated) 1-like 1
271	TJP1	7082	1.9596	0.0143	tight junction protein 1
272	ATP7A	538	1.9593	0.0125	ATPase, Cu++ transporting, alpha polypeptide
273	NKTR	4820	1.9590	0.0452	natural killer-tumor recognition sequence
274	MED13	9969	1.9586	0.0352	mediator complex subunit 13
275	SMAD2	4087	1.9567	0.0553	SMAD family member 2
276	RIN2	54453	1.9545	0.0173	Ras and Rab interactor 2
277	ZNF230	7773	1.9538	0.0032	zinc finger protein 230
278	PLIN1	5346	1.9537	0.0082	perilipin 1
279	PGAP1	80055	1.9534	0.0122	post-GPI attachment to proteins 1
280	GATAD2B	57459	1.9525	0.0179	GATA zinc finger domain containing 2B
281	STK3	6788	1.9523	0.0066	serine/threonine kinase 3
282	SASH1	23328	1.9517	0.0112	SAM and SH3 domain containing 1
283	EBF1	1879	1.9503	0.0097	early B-cell factor 1
284	ITGAV	3685	1.9489	0.0693	integrin, alpha V
285	CPEB2	132864	1.9481	0.0198	cytoplasmic polyadenylation element binding protein 2
286	UNC13B	10497	1.9475	0.0028	unc-13 homolog B (C. elegans)
287	RAPH1	65059	1.9473	0.0078	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
288	CTDSPL2	51496	1.9447	0.0838	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2
289	ANKRD29	147463	1.9436	0.0008	ankyrin repeat domain 29
290	PRKAR2B	5577	1.9428	0.0018	protein kinase, cAMP-dependent, regulatory, type II, beta
291	PLCB4	5332	1.9410	0.0007	phospholipase C, beta 4
292	CCDC68	80323	1.9406	0.0024	coiled-coil domain containing 68
293	PPP1R8	5511	1.9392	0.0335	protein phosphatase 1, regulatory subunit 8
294	A2M	2	1.9382	0.0157	alpha-2-macroglobulin
295	PRKRIR	5612	1.9374	0.0073	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
296	PION	54103	1.9372	0.0164	pigeon homolog (Drosophila)
297	GOLGB1	2804	1.9371	0.0447	golgin B1
298	MPHOSPH8	54737	1.9365	0.0227	M-phase phosphoprotein 8
299	TTC28	23331	1.9347	0.0121	tetratricopeptide repeat domain 28
300	RELL1	768211	1.9345	0.0017	RELT-like 1
301	ZNF211	10520	1.9335	0.0167	zinc finger protein 211
302	RCOR3	55758	1.9324	0.0613	REST corepressor 3
303	ASAP1	50807	1.9304	0.0239	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
304	CILP	8483	1.9286	0.0203	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
305	CUL4B	8450	1.9285	0.0426	cullin 4B
306	YES1	7525	1.9285	0.0180	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
307	LUC7L2	51631	1.9279	0.0470	LUC7-like 2 (S. cerevisiae)
308	C15ORF29	79768	1.9279	0.0036	chromosome 15 open reading frame 29
309	SMURF2	64750	1.9275	0.0161	SMAD specific E3 ubiquitin protein ligase 2
310	FANCL	55120	1.9272	0.0528	Fanconi anemia, complementation group L
311	PEX1	5189	1.9257	0.0620	peroxisomal biogenesis factor 1
312	SLC44A5	204962	1.9252	0.0002	solute carrier family 44, member 5
313	CTSO	1519	1.9250	0.0483	cathepsin O
314	RAP2A	5911	1.9248	0.0051	RAP2A, member of RAS oncogene family
315	RANBP2	5903	1.9237	0.0974	RAN binding protein 2
316	SOS1	6654	1.9228	0.0118	son of sevenless homolog 1 (Drosophila)
317	NEK3	4752	1.9222	0.0011	NIMA (never in mitosis gene a)-related kinase 3
318	AKAP11	11215	1.9216	0.1067	A kinase (PRKA) anchor protein 11
319	KCNJ6	3763	1.9206	0.0018	potassium inwardly-rectifying channel, subfamily J, member 6
320	PROS1	5627	1.9202	0.0144	protein S (alpha)
321	CREB3L2	64764	1.9188	0.0063	cAMP responsive element binding protein 3-like 2
322	ABHD13	84945	1.9183	0.0340	abhydrolase domain containing 13
323	MARC1	64757	1.9179	0.0034	mitochondrial amidoxime reducing component 1
324	TRIM22	10346	1.9160	0.0454	tripartite motif containing 22
325	MCTP1	79772	1.9158	0.0045	multiple C2 domains, transmembrane 1
326	LPGAT1	9926	1.9156	0.0107	lysophosphatidylglycerol acyltransferase 1
327	ANKIB1	54467	1.9137	0.0723	ankyrin repeat and IBR domain containing 1
328	NFAT5	10725	1.9129	0.0364	nuclear factor of activated T-cells 5, tonicity-responsive
329	PRKD1	5587	1.9127	0.0156	protein kinase D1
330	PJA2	9867	1.9125	0.1281	praja ring finger 2, E3 ubiquitin protein ligase
331	RBPJ	3516	1.9085	0.0018	recombination signal binding protein for immunoglobulin kappa J region
332	USP33	23032	1.9063	0.0904	ubiquitin specific peptidase 33
333	ENPP2	5168	1.9041	0.0061	ectonucleotide pyrophosphatase/phosphodiesterase 2
334	BCLAF1	9774	1.9040	0.1084	BCL2-associated transcription factor 1
335	GFPT1	2673	1.9026	0.0382	glutamine--fructose-6-phosphate transaminase 1
336	ADI1	55256	1.9018	0.0077	acireductone dioxygenase 1
337	POSTN	10631	1.9010	0.0111	periostin, osteoblast specific factor
338	ZEB1	6935	1.8999	0.0316	zinc finger E-box binding homeobox 1
339	ZNF518B	85460	1.8993	0.0024	zinc finger protein 518B
340	NEGR1	257194	1.8986	0.0064	neuronal growth regulator 1
341	ZBTB4	57659	1.8967	0.0540	zinc finger and BTB domain containing 4
342	CPNE3	8895	1.8933	0.0251	copine III
343	BOD1L1	259282	1.8932	0.0484	biorientation of chromosomes in cell division 1-like 1
344	ADAR	103	1.8915	0.0330	adenosine deaminase, RNA-specific
345	ANXA4	307	1.8910	0.0479	annexin A4
346	ZNF43	7594	1.8909	0.0094	zinc finger protein 43
347	COL3A1	1281	1.8901	0.0223	collagen, type III, alpha 1
348	DPYSL2	1808	1.8899	0.0312	dihydropyrimidinase-like 2
349	GORAB	92344	1.8887	0.0519	golgin, RAB6-interacting
350	SPHAR	10638	1.8885	0.0366	S-phase response (cyclin related)
351	DAAM1	23002	1.8882	0.0168	dishevelled associated activator of morphogenesis 1
352	PRICKLE2	166336	1.8881	0.0185	prickle homolog 2 (Drosophila)
353	PCK1	5105	1.8860	0.0006	phosphoenolpyruvate carboxykinase 1 (soluble)
354	SWAP70	23075	1.8851	0.0369	SWAP switching B-cell complex 70kDa subunit
355	EMP2	2013	1.8826	0.0029	epithelial membrane protein 2
356	TRAPPC6B	122553	1.8788	0.0794	trafficking protein particle complex 6B
357	ZNF518A	9849	1.8783	0.0768	zinc finger protein 518A
358	LPAR1	1902	1.8762	0.0099	lysophosphatidic acid receptor 1
359	PPIP5K2	23262	1.8713	0.0875	diphosphoinositol pentakisphosphate kinase 2
360	MYCT1	80177	1.8711	0.0090	myc target 1
361	ITM2B	9445	1.8709	0.0734	integral membrane protein 2B
362	UBR5	51366	1.8706	0.0909	ubiquitin protein ligase E3 component n-recognin 5
363	NPHP3	27031	1.8677	0.0556	nephronophthisis 3 (adolescent)
364	PLOD2	5352	1.8672	0.0134	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
365	POGK	57645	1.8659	0.0304	pogo transposable element with KRAB domain
366	PODXL	5420	1.8658	0.0020	podocalyxin-like
367	LINC00597	81698	1.8657	0.0126	long intergenic non-protein coding RNA 597
368	KIAA0528	9847	1.8655	0.0864	KIAA0528
369	ZNF615	284370	1.8654	0.0230	zinc finger protein 615
370	ARL13B	200894	1.8649	0.0537	ADP-ribosylation factor-like 13B
371	RERG	85004	1.8647	0.0045	RAS-like, estrogen-regulated, growth inhibitor
372	FAM107B	83641	1.8644	0.0016	family with sequence similarity 107, member B
