Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
216	ID2	3398	0.7950	0.0006	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
217	FFAR3	2865	0.7950	1.0000	free fatty acid receptor 3
218	FBXO15	201456	0.7950	0.0015	F-box protein 15
219	HS3ST2	9956	0.7925	0.0039	heparan sulfate (glucosamine) 3-O-sulfotransferase 2
220	FAM212B	55924	0.7925	0.0037	family with sequence similarity 212, member B
221	ABCC13	150000	0.7925	0.0034	ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene
222	C2ORF88	84281	0.7900	0.0004	chromosome 2 open reading frame 88
223	C1ORF200	644997	0.7900	0.1006	chromosome 1 open reading frame 200
224	CLDN20	49861	0.7900	0.0009	claudin 20
225	MUC4	4585	0.7900	0.0009	mucin 4, cell surface associated
226	IHH	3549	0.7900	0.1307	Indian hedgehog
227	HIST2H2AB	317772	0.7900	1.0000	histone cluster 2, H2ab
228	C1QL1	10882	0.7900	0.0103	complement component 1, q subcomponent-like 1
229	C20ORF202	400831	0.7875	0.0057	chromosome 20 open reading frame 202
230	GLP1R	2740	0.7875	0.1494	glucagon-like peptide 1 receptor
231	ELOF1	84337	0.7850	0.0190	elongation factor 1 homolog (S. cerevisiae)
232	C1ORF116	79098	0.7850	0.0088	chromosome 1 open reading frame 116
233	LOC541471	541471	0.7850	1.0000	uncharacterized LOC541471
234	ATP6V1G2	534	0.7850	0.0054	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2
235	OPRK1	4986	0.7850	0.0039	opioid receptor, kappa 1
236	APOBEC4	403314	0.7850	0.0089	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)
237	OR51I2	390064	0.7850	0.0186	olfactory receptor, family 51, subfamily I, member 2
238	IGF2	3481	0.7850	1.0000	insulin-like growth factor 2 (somatomedin A)
239	SMCR5	140771	0.7850	0.0015	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)
240	APC2	10297	0.7850	0.0790	adenomatosis polyposis coli 2
241	XGPY2	100132596	0.7850	1.0000	Xg pseudogene, Y-linked 2
242	IQSEC2	23096	0.7825	0.0640	IQ motif and Sec7 domain 2
243	FAM82A1	151393	0.7825	0.0011	family with sequence similarity 82, member A1
244	SYT9	143425	0.7825	0.0035	synaptotagmin IX
245	MAP1LC3A	84557	0.7800	0.0109	microtubule-associated protein 1 light chain 3 alpha
246	OR6K2	81448	0.7800	1.0000	olfactory receptor, family 6, subfamily K, member 2
247	LOC731157	731157	0.7800	1.0000	uncharacterized LOC731157
248	STC1	6781	0.7800	0.0014	stanniocalcin 1
249	FOXJ1	2302	0.7800	0.0131	forkhead box J1
250	PMF1	11243	0.7800	0.0102	polyamine-modulated factor 1
251	HIST1H4D	8360	0.7775	0.0008	histone cluster 1, H4d
252	SFRP2	6423	0.7775	0.0046	secreted frizzled-related protein 2
253	GJC2	57165	0.7775	0.0923	gap junction protein, gamma 2, 47kDa
254	ECSIT	51295	0.7775	0.0222	ECSIT homolog (Drosophila)
255	HIST1H1C	3006	0.7775	0.0022	histone cluster 1, H1c
256	SCARA3	51435	0.7750	0.0030	scavenger receptor class A, member 3
257	TFDP1	7027	0.7725	0.0191	transcription factor Dp-1
258	RTN4RL2	349667	0.7725	0.0015	reticulon 4 receptor-like 2
259	EFNB3	1949	0.7725	0.0466	ephrin-B3
260	STON1-GTF2A1L	286749	0.7700	1.0000	STON1-GTF2A1L readthrough
261	ZER1	10444	0.7700	0.0652	zer-1 homolog (C. elegans)
262	AKT1S1	84335	0.7675	0.0112	AKT1 substrate 1 (proline-rich)
263	HIST1H3G	8355	0.7675	0.0009	histone cluster 1, H3g
264	BTBD2	55643	0.7675	0.0389	BTB (POZ) domain containing 2
265	NPPA	4878	0.7675	0.0183	natriuretic peptide A
266	MOBP	4336	0.7675	0.0436	myelin-associated oligodendrocyte basic protein
267	HOXD4	3233	0.7675	0.0001	homeobox D4
268	FLJ38379	285097	0.7675	0.0001	uncharacterized FLJ38379
269	OR10H1	26539	0.7675	0.0055	olfactory receptor, family 10, subfamily H, member 1
270	OTP	23440	0.7675	0.0003	orthopedia homeobox
271	PCYT1B	9468	0.7650	0.0104	phosphate cytidylyltransferase 1, choline, beta
272	TTTY12	83867	0.7650	0.0047	testis-specific transcript, Y-linked 12 (non-protein coding)
273	TMEM88B	643965	0.7650	1.0000	transmembrane protein 88B
274	FIS1	51024	0.7650	0.0346	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)
275	GPI	2821	0.7650	0.0210	glucose-6-phosphate isomerase
276	SZRD1	26099	0.7650	0.0257	SUZ RNA binding domain containing 1
277	LINC00582	100287814	0.7650	1.0000	long intergenic non-protein coding RNA 582
278	LOC100129268	100129268	0.7650	1.0000	uncharacterized LOC100129268
279	SHC3	53358	0.7625	0.0067	SHC (Src homology 2 domain containing) transforming protein 3
280	OXTR	5021	0.7625	0.0005	oxytocin receptor
281	THSD7A	221981	0.7625	0.0030	thrombospondin, type I, domain containing 7A
282	MGC34034	154089	0.7625	0.0107	uncharacterized protein MGC34034
283	TTC9B	148014	0.7625	0.0164	tetratricopeptide repeat domain 9B
284	COLEC10	10584	0.7625	0.0044	collectin sub-family member 10 (C-type lectin)
285	SERF2	10169	0.7625	0.0094	small EDRK-rich factor 2
286	OR6W1P	89883	0.7600	0.0027	olfactory receptor, family 6, subfamily W, member 1 pseudogene
287	KRTAP3-1	83896	0.7600	0.0128	keratin associated protein 3-1
288	HIST1H2AJ	8331	0.7600	1.0000	histone cluster 1, H2aj
289	IRX6	79190	0.7600	1.0000	iroquois homeobox 6
290	FAM74A3	728495	0.7600	1.0000	family with sequence similarity 74, member A3
291	LOC728353	728353	0.7600	1.0000	uncharacterized LOC728353
292	C14ORF180	400258	0.7600	0.0854	chromosome 14 open reading frame 180
293	TGM6	343641	0.7600	0.0859	transglutaminase 6
294	CSDC2	27254	0.7600	0.0440	cold shock domain containing C2, RNA binding
295	CCDC129	223075	0.7600	0.0163	coiled-coil domain containing 129
296	SHISA4	149345	0.7600	0.0177	shisa homolog 4 (Xenopus laevis)
297	CR1L	1379	0.7600	0.0013	complement component (3b/4b) receptor 1-like
298	JOSD2	126119	0.7600	0.0239	Josephin domain containing 2
299	HBM	3042	0.7575	0.0016	hemoglobin, mu
300	SMR3A	26952	0.7575	0.0055	submaxillary gland androgen regulated protein 3A
301	ALAS2	212	0.7575	0.0036	aminolevulinate, delta-, synthase 2
302	HIST3H2A	92815	0.7550	1.0000	histone cluster 3, H2a
303	TCEA1	6917	0.7550	1.0000	transcription elongation factor A (SII), 1
304	RAD21-AS1	644660	0.7550	1.0000	RAD21 antisense RNA 1 (non-protein coding)
305	PCDH18	54510	0.7550	0.0178	protocadherin 18
306	TTC6	319089	0.7550	1.0000	tetratricopeptide repeat domain 6
307	FLJ37396	285754	0.7550	1.0000	transmembrane protein FLJ37396
308	LYZL2	119180	0.7550	1.0000	lysozyme-like 2
309	LOC100128682	100128682	0.7550	1.0000	uncharacterized LOC100128682
310	ADAM22	53616	0.7525	0.0361	ADAM metallopeptidase domain 22
311	NPHS1	4868	0.7525	0.0118	nephrosis 1, congenital, Finnish type (nephrin)
312	NGFRAP1	27018	0.7525	0.0058	nerve growth factor receptor (TNFRSF16) associated protein 1
313	FAM69C	125704	0.7525	0.0004	family with sequence similarity 69, member C
314	WDR45	11152	0.7525	0.0218	WD repeat domain 45
315	TMEM183B	653659	0.7500	1.0000	transmembrane protein 183B
316	LOC643085	643085	0.7500	0.0000	uncharacterized LOC643085
317	NRARP	441478	0.7500	0.0022	NOTCH-regulated ankyrin repeat protein
318	LRCH4	4034	0.7500	0.0805	leucine-rich repeats and calponin homology (CH) domain containing 4
319	CDKN2D	1032	0.7500	0.0063	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
320	YIF1B	90522	0.7475	0.0443	Yip1 interacting factor homolog B (S. cerevisiae)
321	SNCA	6622	0.7475	0.0013	synuclein, alpha (non A4 component of amyloid precursor)
322	PRL	5617	0.7475	0.0021	prolactin
323	HEATR8	374977	0.7475	0.0030	HEAT repeat containing 8
324	ODF4	146852	0.7475	0.0120	outer dense fiber of sperm tails 4
325	ADAMTS13	11093	0.7475	0.0573	ADAM metallopeptidase with thrombospondin type 1 motif, 13
326	KIAA1755	85449	0.7450	0.0167	KIAA1755
327	LINC00452	643365	0.7450	0.0484	long intergenic non-protein coding RNA 452
328	C3ORF56	285311	0.7450	0.0383	chromosome 3 open reading frame 56
329	LOC150577	150577	0.7450	1.0000	uncharacterized LOC150577
330	HHLA1	10086	0.7450	0.1188	HERV-H LTR-associating 1
331	SCGB1A1	7356	0.7425	0.0037	secretoglobin, family 1A, member 1 (uteroglobin)
332	CYP11B1	1584	0.7425	0.0305	cytochrome P450, family 11, subfamily B, polypeptide 1
333	AP2S1	1175	0.7425	0.0620	adaptor-related protein complex 2, sigma 1 subunit
334	TRIM10	10107	0.7425	0.1170	tripartite motif containing 10
335	LOC100134229	100134229	0.7425	0.0006	uncharacterized LOC100134229
336	FLJ20021	90024	0.7400	0.0107	uncharacterized LOC90024
337	LOC729291	729291	0.7400	1.0000	uncharacterized LOC729291
338	OPN1SW	611	0.7400	0.0010	opsin 1 (cone pigments), short-wave-sensitive
339	ONECUT3	390874	0.7400	0.0250	one cut homeobox 3
340	MAP3K15	389840	0.7400	1.0000	mitogen-activated protein kinase kinase kinase 15
341	KCTD8	386617	0.7400	1.0000	potassium channel tetramerisation domain containing 8
342	JAK3	3718	0.7400	0.0422	Janus kinase 3
343	ZSCAN1	284312	0.7400	0.0094	zinc finger and SCAN domain containing 1
344	SIGLEC15	284266	0.7400	1.0000	sialic acid binding Ig-like lectin 15
345	SPEF1	25876	0.7400	0.0520	sperm flagellar 1
346	SSTR5-AS1	146336	0.7400	0.0029	SSTR5 antisense RNA 1 (non-protein coding)
347	CDSN	1041	0.7400	0.0732	corneodesmosin
348	SPRY1	10252	0.7400	0.0042	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
349	LOC100287598	100287598	0.7400	1.0000	uncharacterized LOC100287598
350	FAM205CP	100129969	0.7400	1.0000	transmembrane protein C9orf144B pseudogene
351	SOCS1	8651	0.7375	0.0072	suppressor of cytokine signaling 1
352	FAM117A	81558	0.7375	0.0061	family with sequence similarity 117, member A
353	PDZD3	79849	0.7375	0.0460	PDZ domain containing 3
354	ITIH3	3699	0.7375	0.0013	inter-alpha-trypsin inhibitor heavy chain 3
355	PRIMA1	145270	0.7375	0.0017	proline rich membrane anchor 1
356	RNF183	138065	0.7375	0.0008	ring finger protein 183
357	LOC646548	646548	0.7350	1.0000	ADAM metallopeptidase domain 20 pseudogene
358	RAD21L1	642636	0.7350	0.0008	RAD21-like 1 (S. pombe)
359	DPEP3	64180	0.7350	0.0088	dipeptidase 3
360	PNPLA2	57104	0.7350	0.1101	patatin-like phospholipase domain containing 2
361	C17ORF65	339201	0.7350	0.0030	chromosome 17 open reading frame 65
362	CYP8B1	1582	0.7350	0.0025	cytochrome P450, family 8, subfamily B, polypeptide 1
363	TM4SF19	116211	0.7350	1.0000	transmembrane 4 L six family member 19
364	CDH15	1013	0.7350	0.0948	cadherin 15, type 1, M-cadherin (myotubule)
365	HIST1H2BF	8343	0.7325	0.0034	histone cluster 1, H2bf
366	POM121L12	285877	0.7325	0.0893	POM121 transmembrane nucleoporin-like 12
367	DYRK1B	9149	0.7300	0.0745	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
368	TAAR8	83551	0.7300	0.0015	trace amine associated receptor 8
369	C7ORF73	647087	0.7300	0.0153	chromosome 7 open reading frame 73
