Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
64	NF1	4763	2.2865	0.0063	neurofibromin 1
65	LEPROT	54741	2.2858	0.0060	leptin receptor overlapping transcript
66	PJA2	9867	2.2809	0.0506	praja ring finger 2, E3 ubiquitin protein ligase
67	NFIA	4774	2.2779	0.0027	nuclear factor I/A
68	CPD	1362	2.2777	0.0097	carboxypeptidase D
69	FAM214A	56204	2.2767	0.0249	family with sequence similarity 214, member A
70	XRN1	54464	2.2765	0.0436	5-3 exoribonuclease 1
71	FARP1	10160	2.2689	0.0013	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)
72	G6PD	2539	2.2663	0.0034	glucose-6-phosphate dehydrogenase
73	CDK19	23097	2.2625	0.0026	cyclin-dependent kinase 19
74	ITFG1	81533	2.2612	0.0215	integrin alpha FG-GAP repeat containing 1
75	CDC42BPA	8476	2.2608	0.0023	CDC42 binding protein kinase alpha (DMPK-like)
76	PPM1B	5495	2.2603	0.0137	protein phosphatase, Mg2+/Mn2+ dependent, 1B
77	WDR72	256764	2.2579	0.0004	WD repeat domain 72
78	TXNDC16	57544	2.2578	0.0072	thioredoxin domain containing 16
79	IGIP	492311	2.2552	0.0114	IgA-inducing protein homolog (Bos taurus)
80	NCK2	8440	2.2539	0.0003	NCK adaptor protein 2
81	LRBA	987	2.2514	0.0051	LPS-responsive vesicle trafficking, beach and anchor containing
82	NCOA1	8648	2.2511	0.0079	nuclear receptor coactivator 1
83	SCAPER	49855	2.2468	0.0043	S-phase cyclin A-associated protein in the ER
84	GPC6	10082	2.2453	0.0002	glypican 6
85	PARPBP	55010	2.2452	0.0136	PARP1 binding protein
86	RSRC1	51319	2.2436	0.0014	arginine/serine-rich coiled-coil 1
87	KAT6B	23522	2.2432	0.0044	K(lysine) acetyltransferase 6B
88	CREB1	1385	2.2418	0.0142	cAMP responsive element binding protein 1
89	BMPR2	659	2.2417	0.0166	bone morphogenetic protein receptor, type II (serine/threonine kinase)
90	ARID4B	51742	2.2411	0.0391	AT rich interactive domain 4B (RBP1-like)
91	MLL3	58508	2.2402	0.0235	myeloid/lymphoid or mixed-lineage leukemia 3
92	MIR31HG	554202	2.2394	0.0009	MIR31 host gene (non-protein coding)
93	LANCL1	10314	2.2385	0.0151	LanC lantibiotic synthetase component C-like 1 (bacterial)
94	USP34	9736	2.2347	0.0240	ubiquitin specific peptidase 34
95	SLC16A4	9122	2.2330	0.0004	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)
96	YLPM1	56252	2.2327	0.0115	YLP motif containing 1
97	AP5M1	55745	2.2280	0.0512	adaptor-related protein complex 5, mu 1 subunit
98	SHANK2	22941	2.2265	0.0034	SH3 and multiple ankyrin repeat domains 2
99	PARN	5073	2.2237	0.0001	poly(A)-specific ribonuclease
100	C14ORF101	54916	2.2207	0.0044	chromosome 14 open reading frame 101
101	S1PR3	1903	2.2187	0.0001	sphingosine-1-phosphate receptor 3
102	CDKAL1	54901	2.2187	0.0001	CDK5 regulatory subunit associated protein 1-like 1
103	C2ORF43	60526	2.2175	0.0026	chromosome 2 open reading frame 43
104	ENAH	55740	2.2172	0.0016	enabled homolog (Drosophila)
105	WWC2	80014	2.2151	0.0018	WW and C2 domain containing 2
106	EYA4	2070	2.2148	0.0000	eyes absent homolog 4 (Drosophila)
107	STAU2	27067	2.2124	0.0046	staufen, RNA binding protein, homolog 2 (Drosophila)
108	IPW	3653	2.2108	0.0042	imprinted in Prader-Willi syndrome (non-protein coding)
109	KIAA0146	23514	2.2053	0.0017	KIAA0146
110	POLK	51426	2.2042	0.0278	polymerase (DNA directed) kappa
111	NUBPL	80224	2.2014	0.0004	nucleotide binding protein-like
112	PDGFD	80310	2.1997	0.0005	platelet derived growth factor D
113	DIP2B	57609	2.1996	0.0032	DIP2 disco-interacting protein 2 homolog B (Drosophila)
114	ATP9A	10079	2.1983	0.0035	ATPase, class II, type 9A
115	SMYD3	64754	2.1924	0.0004	SET and MYND domain containing 3
116	PLCB4	5332	2.1917	0.0002	phospholipase C, beta 4
117	KIF16B	55614	2.1879	0.0004	kinesin family member 16B
118	DIP2C	22982	2.1859	0.0059	DIP2 disco-interacting protein 2 homolog C (Drosophila)
119	VEZT	55591	2.1858	0.0227	vezatin, adherens junctions transmembrane protein
120	CDH1	999	2.1854	0.0035	cadherin 1, type 1, E-cadherin (epithelial)
121	PHACTR2	9749	2.1842	0.0017	phosphatase and actin regulator 2
122	PTPRK	5796	2.1831	0.0020	protein tyrosine phosphatase, receptor type, K
123	CHD9	80205	2.1828	0.0394	chromodomain helicase DNA binding protein 9
124	ARHGAP32	9743	2.1817	0.0033	Rho GTPase activating protein 32
125	ITGAV	3685	2.1812	0.0417	integrin, alpha V
126	AKR1C3	8644	2.1805	0.0008	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
127	SMARCA1	6594	2.1799	0.0100	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
128	C1S	716	2.1791	0.0143	complement component 1, s subcomponent
129	CTPS2	56474	2.1784	0.0011	CTP synthase 2
130	PCCA	5095	2.1777	0.0065	propionyl CoA carboxylase, alpha polypeptide
131	BTD	686	2.1775	0.0024	biotinidase
132	BRE	9577	2.1756	0.0014	brain and reproductive organ-expressed (TNFRSF1A modulator)
133	APP	351	2.1749	0.0017	amyloid beta (A4) precursor protein
134	AKR1C2	1646	2.1732	0.0005	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)
135	LURAP1L	286343	2.1726	0.0009	leucine rich adaptor protein 1-like
136	SENP7	57337	2.1723	0.0345	SUMO1/sentrin specific peptidase 7
137	LMBRD1	55788	2.1722	0.0524	LMBR1 domain containing 1
138	TSKU	25987	2.1713	0.0014	tsukushi small leucine rich proteoglycan homolog (Xenopus laevis)
139	LOC642852	642852	2.1710	0.0033	uncharacterized LOC642852
140	NCOR1	9611	2.1694	0.0050	nuclear receptor corepressor 1
141	TRIQK	286144	2.1683	0.0150	triple QxxK/R motif containing
142	CTNNA1	1495	2.1641	0.0210	catenin (cadherin-associated protein), alpha 1, 102kDa
143	FGFR1	2260	2.1639	0.0030	fibroblast growth factor receptor 1
144	IMPA2	3613	2.1629	0.0018	inositol(myo)-1(or 4)-monophosphatase 2
145	PTPRG	5793	2.1614	0.0012	protein tyrosine phosphatase, receptor type, G
146	AP2B1	163	2.1607	0.0017	adaptor-related protein complex 2, beta 1 subunit
147	ERBB2IP	55914	2.1586	0.0599	erbb2 interacting protein
148	FGD6	55785	2.1582	0.0014	FYVE, RhoGEF and PH domain containing 6
149	VPS13B	157680	2.1578	0.0138	vacuolar protein sorting 13 homolog B (yeast)
150	SUPT3H	8464	2.1565	0.0003	suppressor of Ty 3 homolog (S. cerevisiae)
151	BAZ2B	29994	2.1562	0.0493	bromodomain adjacent to zinc finger domain, 2B
152	DIAPH2	1730	2.1560	0.0012	diaphanous homolog 2 (Drosophila)
153	ASCC1	51008	2.1556	0.0014	activating signal cointegrator 1 complex subunit 1
154	SERINC1	57515	2.1553	0.0952	serine incorporator 1
155	HDAC8	55869	2.1550	0.0008	histone deacetylase 8
156	LPAR1	1902	2.1545	0.0024	lysophosphatidic acid receptor 1
157	MTMR2	8898	2.1543	0.0058	myotubularin related protein 2
158	SEC14L1	6397	2.1506	0.0026	SEC14-like 1 (S. cerevisiae)
159	ASAP2	8853	2.1493	0.0063	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
160	EXOC4	60412	2.1490	0.0028	exocyst complex component 4
161	C5ORF23	79614	2.1466	0.0016	chromosome 5 open reading frame 23
162	FTH1	2495	2.1465	0.0059	ferritin, heavy polypeptide 1
163	YPEL5	51646	2.1455	0.0557	yippee-like 5 (Drosophila)
164	PCSK5	5125	2.1452	0.0001	proprotein convertase subtilisin/kexin type 5
165	FCHSD2	9873	2.1449	0.0075	FCH and double SH3 domains 2
166	RABGAP1L	9910	2.1449	0.0032	RAB GTPase activating protein 1-like
167	DHRS4-AS1	55449	2.1443	0.0057	DHRS4 antisense RNA 1 (non-protein coding)
168	PBX1	5087	2.1433	0.0083	pre-B-cell leukemia homeobox 1
169	FMNL2	114793	2.1433	0.0024	formin-like 2
170	FTO	79068	2.1429	0.0128	fat mass and obesity associated
171	RBFOX3	146713	2.1429	0.0034	RNA binding protein, fox-1 homolog (C. elegans) 3
172	RTN4IP1	84816	2.1423	0.0156	reticulon 4 interacting protein 1
173	TBCK	93627	2.1415	0.0257	TBC1 domain containing kinase
174	SLC39A11	201266	2.1402	0.0026	solute carrier family 39 (metal ion transporter), member 11
175	MICU1	10367	2.1384	0.0053	mitochondrial calcium uptake 1
176	LPP	4026	2.1379	0.0111	LIM domain containing preferred translocation partner in lipoma
177	CAP2	10486	2.1369	0.0053	CAP, adenylate cyclase-associated protein, 2 (yeast)
178	CCDC80	151887	2.1364	0.0202	coiled-coil domain containing 80
179	TPGS2	25941	2.1362	0.0075	tubulin polyglutamylase complex subunit 2
180	CNOT2	4848	2.1360	0.0085	CCR4-NOT transcription complex, subunit 2
181	ARFGEF1	10565	2.1344	0.0306	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)
182	FPGT	8790	2.1326	0.0421	fucose-1-phosphate guanylyltransferase
183	CD24	100133941	2.1309	0.0009	CD24 molecule
184	LONP2	83752	2.1304	0.0081	lon peptidase 2, peroxisomal
185	CEP89	84902	2.1300	0.0005	centrosomal protein 89kDa
186	ARSD	414	2.1298	0.0055	arylsulfatase D
187	MGST1	4257	2.1280	0.0015	microsomal glutathione S-transferase 1
188	MAN1A2	10905	2.1273	0.0078	mannosidase, alpha, class 1A, member 2
189	PLD5	200150	2.1272	0.0000	phospholipase D family, member 5
190	KANSL1	284058	2.1265	0.0229	KAT8 regulatory NSL complex subunit 1
191	VWA8	23078	2.1263	0.0049	von Willebrand factor A domain containing 8
192	LINC00116	205251	2.1240	0.0003	long intergenic non-protein coding RNA 116
193	SCRN3	79634	2.1229	0.0184	secernin 3
194	C2ORF68	388969	2.1223	0.0115	chromosome 2 open reading frame 68
195	TIA1	7072	2.1214	0.0717	TIA1 cytotoxic granule-associated RNA binding protein
196	HERC1	8925	2.1207	0.0337	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
197	SMAP1	60682	2.1206	0.0038	small ArfGAP 1
198	NIPBL	25836	2.1206	0.0700	Nipped-B homolog (Drosophila)
199	UBR5	51366	2.1204	0.0540	ubiquitin protein ligase E3 component n-recognin 5
200	LEPREL1	55214	2.1194	0.0012	leprecan-like 1
201	PEX11B	8799	2.1187	0.0228	peroxisomal biogenesis factor 11 beta
202	ARID2	196528	2.1184	0.0412	AT rich interactive domain 2 (ARID, RFX-like)
203	CENPC1	1060	2.1184	0.0109	centromere protein C 1
204	ATXN7L1	222255	2.1167	0.0004	ataxin 7-like 1
205	PRKD1	5587	2.1165	0.0097	protein kinase D1
206	PRICKLE2	166336	2.1162	0.0108	prickle homolog 2 (Drosophila)
207	FNDC3B	64778	2.1146	0.0375	fibronectin type III domain containing 3B
208	FRYL	285527	2.1131	0.0303	FRY-like
209	CLIC4	25932	2.1125	0.0226	chloride intracellular channel 4
210	DCAF5	8816	2.1119	0.0244	DDB1 and CUL4 associated factor 5
211	TLK1	9874	2.1081	0.0025	tousled-like kinase 1
212	GNS	2799	2.1074	0.0438	glucosamine (N-acetyl)-6-sulfatase
213	WDFY3	23001	2.1074	0.0298	WD repeat and FYVE domain containing 3
214	ARHGEF12	23365	2.1046	0.0124	Rho guanine nucleotide exchange factor (GEF) 12
215	ZDHHC17	23390	2.1044	0.0527	zinc finger, DHHC-type containing 17
216	ANKRD50	57182	2.1037	0.0069	ankyrin repeat domain 50
217	MANBA	4126	2.1034	0.0116	mannosidase, beta A, lysosomal
218	INVS	27130	2.1034	0.0026	inversin
219	MEGF9	1955	2.1029	0.0056	multiple EGF-like-domains 9
220	CTBS	1486	2.1020	0.0464	chitobiase, di-N-acetyl-
221	SRGAP1	57522	2.1016	0.0045	SLIT-ROBO Rho GTPase activating protein 1
222	ATP7A	538	2.1007	0.0096	ATPase, Cu++ transporting, alpha polypeptide
223	GPD2	2820	2.1005	0.0052	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)
224	RNF130	55819	2.0999	0.0065	ring finger protein 130
225	GALNT13	114805	2.0989	0.0036	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)
226	LMBR1	64327	2.0988	0.0182	limb region 1 homolog (mouse)
227	KAT6A	7994	2.0982	0.0196	K(lysine) acetyltransferase 6A
228	ANO6	196527	2.0973	0.0314	anoctamin 6
229	EVI5	7813	2.0968	0.0137	ecotropic viral integration site 5
230	CEP192	55125	2.0957	0.0347	centrosomal protein 192kDa
231	RAPGEF2	9693	2.0950	0.0237	Rap guanine nucleotide exchange factor (GEF) 2
232	HMBOX1	79618	2.0936	0.0068	homeobox containing 1
233	REV3L	5980	2.0926	0.0576	REV3-like, polymerase (DNA directed), zeta, catalytic subunit
234	KANK2	25959	2.0926	0.0131	KN motif and ankyrin repeat domains 2
235	LOC647946	647946	2.0915	0.0000	uncharacterized LOC647946
236	ANKIB1	54467	2.0905	0.0540	ankyrin repeat and IBR domain containing 1
237	MLLT10	8028	2.0898	0.0093	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10
238	NPR3	4883	2.0895	0.0022	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)
239	IRF2	3660	2.0884	0.0160	interferon regulatory factor 2
240	GLIS3	169792	2.0869	0.0031	GLIS family zinc finger 3
241	RFWD2	64326	2.0860	0.0091	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase
242	TMEM56	148534	2.0860	0.0011	transmembrane protein 56
243	CBLB	868	2.0853	0.0112	Cbl proto-oncogene, E3 ubiquitin protein ligase B
244	P4HA3	283208	2.0851	0.0094	prolyl 4-hydroxylase, alpha polypeptide III
245	PUM1	9698	2.0845	0.0589	pumilio homolog 1 (Drosophila)
246	KLHL29	114818	2.0843	0.0007	kelch-like 29 (Drosophila)
247	SSH2	85464	2.0823	0.0045	slingshot homolog 2 (Drosophila)
248	SRPK2	6733	2.0814	0.0044	SRSF protein kinase 2
249	LRRC16A	55604	2.0808	0.0008	leucine rich repeat containing 16A
250	GSTM4	2948	2.0796	0.0015	glutathione S-transferase mu 4
251	EXTL2	2135	2.0793	0.0133	exostoses (multiple)-like 2
252	GNAQ	2776	2.0785	0.0067	guanine nucleotide binding protein (G protein), q polypeptide
253	AGPAT3	56894	2.0784	0.0032	1-acylglycerol-3-phosphate O-acyltransferase 3
254	TEAD2	8463	2.0776	0.0081	TEA domain family member 2
255	CHP1	11261	2.0771	0.0091	calcineurin-like EF hand protein 1
256	PHF20L1	51105	2.0760	0.0189	PHD finger protein 20-like 1
257	SMARCA2	6595	2.0758	0.0207	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
258	LGR4	55366	2.0757	0.0018	leucine-rich repeat containing G protein-coupled receptor 4
259	DENND4C	55667	2.0754	0.0474	DENN/MADD domain containing 4C
260	TRAM1	23471	2.0751	0.0554	translocation associated membrane protein 1
261	ABCC3	8714	2.0746	0.0057	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
262	TMEM168	64418	2.0739	0.0298	transmembrane protein 168
263	APBB2	323	2.0737	0.0053	amyloid beta (A4) precursor protein-binding, family B, member 2
264	GALNT2	2590	2.0736	0.0090	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)
265	RBMS1	5937	2.0723	0.0161	RNA binding motif, single stranded interacting protein 1
266	PTPRM	5797	2.0721	0.0184	protein tyrosine phosphatase, receptor type, M
267	ATRN	8455	2.0719	0.0116	attractin
268	JAZF1	221895	2.0712	0.0073	JAZF zinc finger 1
269	FNIP1	96459	2.0691	0.0244	folliculin interacting protein 1
270	MAGI3	260425	2.0680	0.0041	membrane associated guanylate kinase, WW and PDZ domain containing 3
271	MKL1	57591	2.0667	0.0197	megakaryoblastic leukemia (translocation) 1
272	VCAN	1462	2.0660	0.0115	versican
273	PKP4	8502	2.0658	0.0042	plakophilin 4
274	ANO10	55129	2.0652	0.0069	anoctamin 10
275	BNC2	54796	2.0651	0.0179	basonuclin 2
276	MLLT3	4300	2.0628	0.0016	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
277	RBPJ	3516	2.0614	0.0012	recombination signal binding protein for immunoglobulin kappa J region
278	B3GALTL	145173	2.0612	0.0029	beta 1,3-galactosyltransferase-like
279	MLL5	55904	2.0612	0.0581	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
280	DLG5	9231	2.0584	0.0043	discs, large homolog 5 (Drosophila)
281	RAD51B	5890	2.0567	0.0012	RAD51 homolog B (S. cerevisiae)
282	NR2C2	7182	2.0560	0.0148	nuclear receptor subfamily 2, group C, member 2
283	FARS2	10667	2.0558	0.0055	phenylalanyl-tRNA synthetase 2, mitochondrial
284	ZMYND11	10771	2.0558	0.0230	zinc finger, MYND-type containing 11
285	STAT1	6772	2.0558	0.0280	signal transducer and activator of transcription 1, 91kDa
286	PIGN	23556	2.0543	0.0096	phosphatidylinositol glycan anchor biosynthesis, class N
287	TULP4	56995	2.0540	0.0075	tubby like protein 4
288	ME1	4199	2.0540	0.0037	malic enzyme 1, NADP(+)-dependent, cytosolic
289	CRBN	51185	2.0539	0.0517	cereblon
290	CREB3L2	64764	2.0527	0.0055	cAMP responsive element binding protein 3-like 2
291	SPOP	8405	2.0505	0.0099	speckle-type POZ protein
292	YIPF6	286451	2.0498	0.0089	Yip1 domain family, member 6
293	HHIPL2	79802	2.0493	0.0005	HHIP-like 2
294	LAMC1	3915	2.0485	0.0248	laminin, gamma 1 (formerly LAMB2)
295	SPAG9	9043	2.0464	0.0475	sperm associated antigen 9
296	ACVR1	90	2.0458	0.0525	activin A receptor, type I
297	STAG1	10274	2.0448	0.0736	stromal antigen 1
298	CEP128	145508	2.0434	0.0134	centrosomal protein 128kDa
299	C1ORF21	81563	2.0434	0.0024	chromosome 1 open reading frame 21
300	TMEM131	23505	2.0430	0.0120	transmembrane protein 131
301	PHKB	5257	2.0427	0.0630	phosphorylase kinase, beta
302	KITLG	4254	2.0423	0.0027	KIT ligand
303	PCNXL2	80003	2.0422	0.0097	pecanex-like 2 (Drosophila)
304	NEDD4	4734	2.0414	0.0023	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
305	SPTSSA	171546	2.0407	0.0120	serine palmitoyltransferase, small subunit A
306	RDX	5962	2.0406	0.0220	radixin
307	STK32B	55351	2.0406	0.0004	serine/threonine kinase 32B
308	DOCK4	9732	2.0396	0.0113	dedicator of cytokinesis 4
309	SYT1	6857	2.0394	0.0020	synaptotagmin I
310	PDE7A	5150	2.0379	0.0087	phosphodiesterase 7A
311	NBEA	26960	2.0378	0.0205	neurobeachin
312	CPLX2	10814	2.0374	0.0273	complexin 2
313	NEDD4L	23327	2.0373	0.0035	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
314	TRPM7	54822	2.0371	0.0236	transient receptor potential cation channel, subfamily M, member 7
315	ID3	3399	2.0369	0.0012	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
316	PDGFC	56034	2.0367	0.0176	platelet derived growth factor C
317	HELZ	9931	2.0356	0.0368	helicase with zinc finger
318	DST	667	2.0344	0.0214	dystonin
319	ANTXR1	84168	2.0340	0.0185	anthrax toxin receptor 1
320	STXBP4	252983	2.0338	0.0054	syntaxin binding protein 4
321	HSP90B1	7184	2.0313	0.0232	heat shock protein 90kDa beta (Grp94), member 1
322	KIDINS220	57498	2.0311	0.0829	kinase D-interacting substrate, 220kDa
323	ITPR2	3709	2.0311	0.0041	inositol 1,4,5-trisphosphate receptor, type 2
324	OSBPL10	114884	2.0308	0.0007	oxysterol binding protein-like 10
325	TGFBR3	7049	2.0308	0.0043	transforming growth factor, beta receptor III
326	ASH1L	55870	2.0300	0.0374	ash1 (absent, small, or homeotic)-like (Drosophila)
327	SPG11	80208	2.0299	0.0647	spastic paraplegia 11 (autosomal recessive)
328	BBS9	27241	2.0298	0.0223	Bardet-Biedl syndrome 9
329	LTBP2	4053	2.0293	0.0434	latent transforming growth factor beta binding protein 2
330	NRCAM	4897	2.0292	0.0022	neuronal cell adhesion molecule
331	PDE8B	8622	2.0277	0.0041	phosphodiesterase 8B
332	C18ORF1	753	2.0272	0.0018	chromosome 18 open reading frame 1
333	TMCO3	55002	2.0262	0.0189	transmembrane and coiled-coil domains 3
334	DPYD	1806	2.0254	0.0395	dihydropyrimidine dehydrogenase
335	USP9X	8239	2.0253	0.0274	ubiquitin specific peptidase 9, X-linked
336	RICTOR	253260	2.0245	0.0732	RPTOR independent companion of MTOR, complex 2
337	TTC3	7267	2.0235	0.0586	tetratricopeptide repeat domain 3
338	MSRB2	22921	2.0225	0.0200	methionine sulfoxide reductase B2
339	PC	5091	2.0223	0.0033	pyruvate carboxylase
340	FBN2	2201	2.0214	0.0011	fibrillin 2
341	KIAA2026	158358	2.0196	0.0720	KIAA2026
342	SKA2	348235	2.0186	0.0294	spindle and kinetochore associated complex subunit 2
343	MED13L	23389	2.0178	0.0316	mediator complex subunit 13-like
344	C6ORF170	221322	2.0177	0.0215	chromosome 6 open reading frame 170
345	ZFP36L1	677	2.0165	0.0158	zinc finger protein 36, C3H type-like 1
346	MYH10	4628	2.0164	0.0139	myosin, heavy chain 10, non-muscle
347	LBH	81606	2.0158	0.0045	limb bud and heart development homolog (mouse)
348	HCFC2	29915	2.0153	0.0473	host cell factor C2
349	DTNB	1838	2.0152	0.0071	dystrobrevin, beta
350	C16ORF58	64755	2.0152	0.0375	chromosome 16 open reading frame 58
351	NCAPG2	54892	2.0150	0.0599	non-SMC condensin II complex, subunit G2
352	CAMSAP2	23271	2.0147	0.0329	calmodulin regulated spectrin-associated protein family, member 2
353	GOLGA5	9950	2.0120	0.0773	golgin A5
354	CYB5A	1528	2.0112	0.0093	cytochrome b5 type A (microsomal)
355	CDK5RAP2	55755	2.0107	0.0056	CDK5 regulatory subunit associated protein 2
356	LTBP1	4052	2.0107	0.0089	latent transforming growth factor beta binding protein 1
357	ATM	472	2.0094	0.0275	ataxia telangiectasia mutated
358	ZDHHC2	51201	2.0083	0.0033	zinc finger, DHHC-type containing 2
359	COG2	22796	2.0082	0.0230	component of oligomeric golgi complex 2
360	GLB1	2720	2.0071	0.0551	galactosidase, beta 1
361	ZRANB3	84083	2.0069	0.0117	zinc finger, RAN-binding domain containing 3
362	ALS2CR8	79800	2.0063	0.0296	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8
363	IL1R1	3554	2.0061	0.0175	interleukin 1 receptor, type I
364	FOCAD	54914	2.0051	0.0042	focadhesin
365	CHMP3	51652	2.0051	0.0095	charged multivesicular body protein 3
