Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
117	TRAF3IP2-AS1	643749	0.7040	1.0000	TRAF3IP2 antisense RNA 1 (non-protein coding)
118	STRADB	55437	0.7040	0.0002	STE20-related kinase adaptor beta
119	PRDX2	7001	0.7033	0.0068	peroxiredoxin 2
120	C13ORF33	84935	0.6983	0.0077	chromosome 13 open reading frame 33
121	C7ORF53	286006	0.6967	0.0017	chromosome 7 open reading frame 53
122	PIH1D3	139212	0.6967	0.0003	PIH1 domain containing 3
123	FAM47E	100129583	0.6967	1.0000	family with sequence similarity 47, member E
124	SKP1	6500	0.6950	0.0040	S-phase kinase-associated protein 1
125	MIR100HG	399959	0.6940	0.0032	mir-100-let-7a-2 cluster host gene (non-protein coding)
126	GDF15	9518	0.6933	0.0011	growth differentiation factor 15
127	SCGB1A1	7356	0.6933	0.0008	secretoglobin, family 1A, member 1 (uteroglobin)
128	RMND5A	64795	0.6933	0.0039	required for meiotic nuclear division 5 homolog A (S. cerevisiae)
129	NAP1L5	266812	0.6933	0.0015	nucleosome assembly protein 1-like 5
130	PSME4	23198	0.6933	0.0058	proteasome (prosome, macropain) activator subunit 4
131	DGKB	1607	0.6933	0.0001	diacylglycerol kinase, beta 90kDa
132	LRRN4CL	221091	0.6925	0.0037	LRRN4 C-terminal like
133	PCYT1B	9468	0.6917	0.0039	phosphate cytidylyltransferase 1, choline, beta
134	LOC344595	344595	0.6917	0.0002	uncharacterized LOC344595
135	RBM24	221662	0.6917	0.0001	RNA binding motif protein 24
136	MYLK	4638	0.6900	0.0075	myosin light chain kinase
137	TMEM201	199953	0.6900	0.0042	transmembrane protein 201
138	MFI2	4241	0.6883	0.0008	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
139	CLK1	1195	0.6883	0.0309	CDC-like kinase 1
140	TTC21B	79809	0.6875	1.0000	tetratricopeptide repeat domain 21B
141	LANCL3	347404	0.6875	1.0000	LanC lantibiotic synthetase component C-like 3 (bacterial)
142	TMC5	79838	0.6867	0.0013	transmembrane channel-like 5
143	SFRP2	6423	0.6850	0.0010	secreted frizzled-related protein 2
144	PITHD1	57095	0.6850	0.0026	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1
145	KRTAP12-1	353332	0.6850	1.0000	keratin associated protein 12-1
146	CRLF1	9244	0.6833	0.0006	cytokine receptor-like factor 1
147	H2AFJ	55766	0.6833	0.0000	H2A histone family, member J
148	IGFBP1	3484	0.6833	0.0001	insulin-like growth factor binding protein 1
149	SMOX	54498	0.6817	0.0083	spermine oxidase
150	DIXDC1	85458	0.6800	0.0020	DIX domain containing 1
151	SLC44A4	80736	0.6800	0.0016	solute carrier family 44, member 4
152	GUK1	2987	0.6783	0.0139	guanylate kinase 1
153	ZDHHC15	158866	0.6783	0.0000	zinc finger, DHHC-type containing 15
154	ARL4A	10124	0.6775	1.0000	ADP-ribosylation factor-like 4A
155	ADAM23	8745	0.6767	0.0002	ADAM metallopeptidase domain 23
156	FZD7	8324	0.6767	0.0016	frizzled family receptor 7
157	MAP2K3	5606	0.6767	0.0076	mitogen-activated protein kinase kinase 3
158	GLRX5	51218	0.6767	0.0032	glutaredoxin 5
159	DPY19L2P4	442523	0.6767	1.0000	dpy-19-like 2 pseudogene 4 (C. elegans)
160	DYRK3	8444	0.6750	0.0011	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
161	CXCR4	7852	0.6750	0.0022	chemokine (C-X-C motif) receptor 4
162	TFDP1	7027	0.6750	0.0102	transcription factor Dp-1
163	WDR35	57539	0.6750	0.0053	WD repeat domain 35
164	LRRC70	100130733	0.6740	0.0010	leucine rich repeat containing 70
165	HNF1A-AS1	283460	0.6733	1.0000	HNF1A antisense RNA 1 (non-protein coding)
166	LECT1	11061	0.6733	0.0021	leukocyte cell derived chemotaxin 1
167	FAM131C	348487	0.6725	1.0000	family with sequence similarity 131, member C
168	TP53INP2	58476	0.6717	0.0092	tumor protein p53 inducible nuclear protein 2
169	TCEAL6	158931	0.6700	1.0000	transcription elongation factor A (SII)-like 6
170	IQCH	64799	0.6683	0.0009	IQ motif containing H
171	STEAP2	261729	0.6683	0.0011	STEAP family member 2, metalloreductase
172	C12ORF36	283422	0.6675	1.0000	chromosome 12 open reading frame 36
173	R3HDM4	91300	0.6667	0.0118	R3H domain containing 4
174	SOX9	6662	0.6667	0.0016	SRY (sex determining region Y)-box 9
175	EIF2C2	27161	0.6667	0.0069	eukaryotic translation initiation factor 2C, 2
176	ARHGEF12	23365	0.6667	0.0101	Rho guanine nucleotide exchange factor (GEF) 12
177	DCDC2B	149069	0.6650	0.0325	doublecortin domain containing 2B
178	OR7E24	26648	0.6640	0.0001	olfactory receptor, family 7, subfamily E, member 24
179	BNIP3L	665	0.6633	0.0163	BCL2/adenovirus E1B 19kDa interacting protein 3-like
180	C17ORF109	643008	0.6625	0.0034	chromosome 17 open reading frame 109
181	MIR205HG	642587	0.6625	0.0012	MIR205 host gene (non-protein coding)
182	BCO2	83875	0.6617	0.0004	beta-carotene oxygenase 2
183	GPR87	53836	0.6617	0.0013	G protein-coupled receptor 87
184	SPATA17	128153	0.6617	0.0010	spermatogenesis associated 17
185	OPTN	10133	0.6617	0.0220	optineurin
186	DYDC2	84332	0.6600	0.0005	DPY30 domain containing 2
187	HIST1H1C	3006	0.6600	0.0017	histone cluster 1, H1c
188	HEY2	23493	0.6600	0.0002	hairy/enhancer-of-split related with YRPW motif 2
189	MAP1LC3B	81631	0.6583	0.0256	microtubule-associated protein 1 light chain 3 beta
190	NPHP1	4867	0.6583	0.0010	nephronophthisis 1 (juvenile)
191	LOC727916	727916	0.6567	1.0000	uncharacterized LOC727916
192	C9ORF78	51759	0.6567	0.0027	chromosome 9 open reading frame 78
193	RND3	390	0.6567	0.0121	Rho family GTPase 3
194	C1ORF204	284677	0.6560	0.0004	chromosome 1 open reading frame 204
195	PRSS12	8492	0.6550	0.0015	protease, serine, 12 (neurotrypsin, motopsin)
196	RNF175	285533	0.6550	0.0003	ring finger protein 175
197	GCLC	2729	0.6550	0.0019	glutamate-cysteine ligase, catalytic subunit
198	ROBO2	6092	0.6533	0.0003	roundabout, axon guidance receptor, homolog 2 (Drosophila)
199	WISP1	8840	0.6517	0.0203	WNT1 inducible signaling pathway protein 1
200	TIMP3	7078	0.6517	0.0149	TIMP metallopeptidase inhibitor 3
201	MAP4K5	11183	0.6517	0.0548	mitogen-activated protein kinase kinase kinase kinase 5
202	UBE2H	7328	0.6500	0.0117	ubiquitin-conjugating enzyme E2H
203	RSPH4A	345895	0.6500	0.0005	radial spoke head 4 homolog A (Chlamydomonas)
204	HSPB7	27129	0.6500	0.0108	heat shock 27kDa protein family, member 7 (cardiovascular)
205	MKRN1	23608	0.6500	0.0075	makorin ring finger protein 1
206	PACRG	135138	0.6500	0.0038	PARK2 co-regulated
207	TMPRSS4	56649	0.6483	0.0056	transmembrane protease, serine 4
208	UBAP1	51271	0.6483	0.0067	ubiquitin associated protein 1
209	SLMO2	51012	0.6483	0.0510	slowmo homolog 2 (Drosophila)
210	MMP12	4321	0.6483	0.0016	matrix metallopeptidase 12 (macrophage elastase)
211	DYNLL2	140735	0.6483	0.0013	dynein, light chain, LC8-type 2
212	TOMM20L	387990	0.6475	1.0000	translocase of outer mitochondrial membrane 20 homolog (yeast)-like
213	PAGE2	203569	0.6475	1.0000	P antigen family, member 2 (prostate associated)
214	CTRB1	1504	0.6475	1.0000	chymotrypsinogen B1
215	CFHR4	10877	0.6475	1.0000	complement factor H-related 4
216	TRPA1	8989	0.6467	0.0038	transient receptor potential cation channel, subfamily A, member 1
217	ZNF639	51193	0.6467	0.0114	zinc finger protein 639
218	GYPC	2995	0.6467	0.0064	glycophorin C (Gerbich blood group)
219	FOXC1	2296	0.6467	0.0014	forkhead box C1
220	RAPGEF3	10411	0.6467	0.0385	Rap guanine nucleotide exchange factor (GEF) 3
221	C6ORF164	63914	0.6460	0.0007	chromosome 6 open reading frame 164
222	C1ORF114	57821	0.6450	0.0011	chromosome 1 open reading frame 114
223	ZNF660	285349	0.6450	0.0011	zinc finger protein 660
224	DSP	1832	0.6433	0.0038	desmoplakin
225	FAM65C	140876	0.6433	0.0001	family with sequence similarity 65, member C
226	TUBA4B	80086	0.6425	0.0024	tubulin, alpha 4b (pseudogene)
227	OR51I1	390063	0.6425	0.0196	olfactory receptor, family 51, subfamily I, member 1
228	YBX1	4904	0.6420	0.0054	Y box binding protein 1
229	BPGM	669	0.6417	0.0019	2,3-bisphosphoglycerate mutase
230	SPRY1	10252	0.6417	0.0026	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
231	SPATA6L	55064	0.6400	0.0007	spermatogenesis associated 6-like
232	MAGEA8	4107	0.6400	0.0004	melanoma antigen family A, 8
233	C12ORF70	341346	0.6400	1.0000	chromosome 12 open reading frame 70
234	LSM14A	26065	0.6400	0.0287	LSM14A, SCD6 homolog A (S. cerevisiae)
235	STRAP	11171	0.6400	0.0406	serine/threonine kinase receptor associated protein
236	ADAMTS9	56999	0.6383	0.0017	ADAM metallopeptidase with thrombospondin type 1 motif, 9
237	TMEM47	83604	0.6367	0.0141	transmembrane protein 47
238	KRT1	3848	0.6367	0.0003	keratin 1
239	PDLIM3	27295	0.6367	0.0019	PDZ and LIM domain 3
240	C6	729	0.6350	0.0078	complement component 6
241	ITLN1	55600	0.6350	0.0001	intelectin 1 (galactofuranose binding)
242	RIBC2	26150	0.6350	0.0027	RIB43A domain with coiled-coils 2
243	LOC339240	339240	0.6333	1.0000	keratin 17 pseudogene
244	CNGA3	1261	0.6333	0.0002	cyclic nucleotide gated channel alpha 3
245	CLCA2	9635	0.6317	0.0040	chloride channel accessory 2
246	EPO	2056	0.6317	0.0409	erythropoietin
247	ADAMTS4	9507	0.6300	1.0000	ADAM metallopeptidase with thrombospondin type 1 motif, 4
248	SYT8	90019	0.6300	0.0030	synaptotagmin VIII
249	PFN2	5217	0.6300	0.0038	profilin 2
250	NPHS1	4868	0.6300	0.0086	nephrosis 1, congenital, Finnish type (nephrin)
251	CLPSL2	389383	0.6300	1.0000	colipase-like 2
252	ACSL6	23305	0.6300	0.0002	acyl-CoA synthetase long-chain family member 6
253	TPRG1L	127262	0.6300	0.0199	tumor protein p63 regulated 1-like
254	SCGN	10590	0.6300	0.0014	secretagogin, EF-hand calcium binding protein
255	RHCE	6006	0.6283	0.0008	Rh blood group, CcEe antigens
256	EGFEM1P	93556	0.6267	0.0005	EGF-like and EMI domain containing 1, pseudogene
257	TPM2	7169	0.6267	0.0117	tropomyosin 2 (beta)
258	VGLL3	389136	0.6267	0.0105	vestigial like 3 (Drosophila)
259	ZNF678	339500	0.6267	0.0035	zinc finger protein 678
260	TYRP1	7306	0.6250	0.0004	tyrosinase-related protein 1
261	SLC25A37	51312	0.6250	0.0010	solute carrier family 25 (mitochondrial iron transporter), member 37
262	YPEL3	83719	0.6233	0.0446	yippee-like 3 (Drosophila)
263	STX1A	6804	0.6233	0.0079	syntaxin 1A (brain)
264	SMOC2	64094	0.6233	0.0018	SPARC related modular calcium binding 2
265	GLUL	2752	0.6233	0.0021	glutamate-ammonia ligase
266	SYAP1	94056	0.6217	0.0031	synapse associated protein 1
267	HMGCLL1	54511	0.6217	0.0018	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1
268	AK7	122481	0.6217	0.0014	adenylate kinase 7
269	GMCL1P1	64396	0.6175	1.0000	germ cell-less homolog 1 (Drosophila) pseudogene 1
270	CC2D2A	57545	0.6167	0.0058	coiled-coil and C2 domain containing 2A
271	NAP1L1	4673	0.6167	0.0349	nucleosome assembly protein 1-like 1
272	PDZRN4	29951	0.6167	0.0008	PDZ domain containing ring finger 4
273	PHLDB1	23187	0.6167	0.0212	pleckstrin homology-like domain, family B, member 1
274	ADAMTS19	171019	0.6167	0.0001	ADAM metallopeptidase with thrombospondin type 1 motif, 19
275	CRYBA2	1412	0.6167	0.0002	crystallin, beta A2
276	SLC22A4	6583	0.6150	0.0024	solute carrier family 22 (organic cation/ergothioneine transporter), member 4
277	ACP1	52	0.6150	0.0313	acid phosphatase 1, soluble
278	IFT81	28981	0.6150	0.0144	intraflagellar transport 81 homolog (Chlamydomonas)
279	CSDA	8531	0.6133	0.0015	cold shock domain protein A
280	MBOAT4	619373	0.6133	1.0000	membrane bound O-acyltransferase domain containing 4
281	WDR45	11152	0.6133	0.0190	WD repeat domain 45
282	CHD2	1106	0.6133	0.0186	chromodomain helicase DNA binding protein 2
283	PBX1	5087	0.6117	0.0123	pre-B-cell leukemia homeobox 1
284	CYP2A6	1548	0.6117	0.0313	cytochrome P450, family 2, subfamily A, polypeptide 6
285	C17ORF72	92340	0.6100	1.0000	chromosome 17 open reading frame 72
286	DOC2A	8448	0.6100	0.0031	double C2-like domains, alpha
287	MAF1	84232	0.6100	0.0258	MAF1 homolog (S. cerevisiae)
288	TSPAN7	7102	0.6100	0.0049	tetraspanin 7
289	KIAA1211	57482	0.6100	0.0009	KIAA1211
290	PPP1CB	5500	0.6100	0.0530	protein phosphatase 1, catalytic subunit, beta isozyme
291	WT1-AS	51352	0.6100	0.0136	WT1 antisense RNA (non-protein coding)
292	SBDS	51119	0.6100	1.0000	Shwachman-Bodian-Diamond syndrome
293	NRARP	441478	0.6100	0.0019	NOTCH-regulated ankyrin repeat protein
294	TEX9	374618	0.6100	0.0037	testis expressed 9
295	BIRC2	329	0.6100	0.0548	baculoviral IAP repeat containing 2
296	DMD	1756	0.6100	0.0028	dystrophin
297	NCKAP1	10787	0.6100	0.0335	NCK-associated protein 1
298	RSPH1	89765	0.6083	0.0026	radial spoke head 1 homolog (Chlamydomonas)
299	LOXL4	84171	0.6083	0.0047	lysyl oxidase-like 4
300	CXADRP2	646243	0.6075	1.0000	coxsackie virus and adenovirus receptor pseudogene 2
301	PLCL2	23228	0.6067	0.0030	phospholipase C-like 2
302	IQUB	154865	0.6067	0.0029	IQ motif and ubiquitin domain containing
303	UBE2F	140739	0.6067	0.0108	ubiquitin-conjugating enzyme E2F (putative)
304	HAPLN1	1404	0.6067	0.0009	hyaluronan and proteoglycan link protein 1
305	CAND2	23066	0.6050	0.0016	cullin-associated and neddylation-dissociated 2 (putative)
306	DIO3OS	64150	0.6040	0.0077	DIO3 opposite strand/antisense RNA (non-protein coding)
307	RNF10	9921	0.6033	0.0070	ring finger protein 10
308	ZNF736	728927	0.6033	1.0000	zinc finger protein 736
309	CYP39A1	51302	0.6033	0.0010	cytochrome P450, family 39, subfamily A, polypeptide 1
310	CP	1356	0.6033	0.0022	ceruloplasmin (ferroxidase)
311	ANXA8L2	244	0.6025	1.0000	annexin A8-like 2
312	TG	7038	0.6017	0.0084	thyroglobulin
313	SEC14L3	266629	0.6017	0.0155	SEC14-like 3 (S. cerevisiae)
314	PIH1D2	120379	0.6017	0.0025	PIH1 domain containing 2
315	MGP	4256	0.6000	0.0088	matrix Gla protein
316	LRTOMT	220074	0.6000	0.0027	leucine rich transmembrane and 0-methyltransferase domain containing
317	EIF5	1983	0.6000	0.0185	eukaryotic translation initiation factor 5
318	CDKN2D	1032	0.6000	0.0063	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
319	EML6	400954	0.5983	0.0002	echinoderm microtubule associated protein like 6
320	FOXF2	2295	0.5983	0.0037	forkhead box F2
321	EYA2	2139	0.5983	0.0003	eyes absent homolog 2 (Drosophila)
322	YSK4	80122	0.5967	0.0008	YSK4 Sps1/Ste20-related kinase homolog (S. cerevisiae)
323	SNCA	6622	0.5967	0.0013	synuclein, alpha (non A4 component of amyloid precursor)
324	ANO3	63982	0.5967	0.0003	anoctamin 3
325	CISD2	493856	0.5967	0.0027	CDGSH iron sulfur domain 2
326	FHOD3	80206	0.5950	0.0035	formin homology 2 domain containing 3
327	RNF152	220441	0.5950	1.0000	ring finger protein 152
328	TSC22D3	1831	0.5950	0.0119	TSC22 domain family, member 3
329	ACAN	176	0.5950	0.0361	aggrecan
330	LDB3	11155	0.5950	0.0613	LIM domain binding 3
331	CETN2	1069	0.5950	0.0329	centrin, EF-hand protein, 2
332	LOC100128893	100128893	0.5940	0.0023	uncharacterized LOC100128893
333	SYTL4	94121	0.5933	0.0008	synaptotagmin-like 4
334	IFRD1	3475	0.5933	0.0154	interferon-related developmental regulator 1
335	C1ORF110	339512	0.5933	0.0001	chromosome 1 open reading frame 110
336	RTDR1	27156	0.5933	0.0028	rhabdoid tumor deletion region gene 1
337	C8ORF42	157695	0.5933	0.0004	chromosome 8 open reading frame 42
338	EIF1	10209	0.5933	0.0145	eukaryotic translation initiation factor 1
339	FAM228B	375190	0.5925	1.0000	family with sequence similarity 228, member B
340	SLC6A8	6535	0.5917	0.0031	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
341	PLA2G5	5322	0.5917	0.0317	phospholipase A2, group V
342	RGS5	8490	0.5900	0.0165	regulator of G-protein signaling 5
343	BNIP2	663	0.5900	0.0761	BCL2/adenovirus E1B 19kDa interacting protein 2
344	WIPF3	644150	0.5900	0.0028	WAS/WASL interacting protein family, member 3
345	LOC440934	440934	0.5900	1.0000	uncharacterized LOC440934
346	MAOB	4129	0.5900	0.0057	monoamine oxidase B
347	MAN1A1	4121	0.5900	0.0118	mannosidase, alpha, class 1A, member 1
348	ZNF790	388536	0.5900	1.0000	zinc finger protein 790
349	GRK4	2868	0.5900	0.0026	G protein-coupled receptor kinase 4
350	NGFRAP1	27018	0.5900	0.0070	nerve growth factor receptor (TNFRSF16) associated protein 1
351	CCDC110	256309	0.5900	0.0004	coiled-coil domain containing 110
352	CYP2F1	1572	0.5900	1.0000	cytochrome P450, family 2, subfamily F, polypeptide 1
353	TMEM56	148534	0.5900	0.0031	transmembrane protein 56
354	GNA14	9630	0.5883	0.0050	guanine nucleotide binding protein (G protein), alpha 14
355	PTS	5805	0.5883	0.0252	6-pyruvoyltetrahydropterin synthase
356	HEMGN	55363	0.5883	0.0011	hemogen
357	ATP1A2	477	0.5883	0.0108	ATPase, Na+/K+ transporting, alpha 2 polypeptide
358	MMP13	4322	0.5883	0.0013	matrix metallopeptidase 13 (collagenase 3)
359	LOC401093	401093	0.5875	0.0042	uncharacterized LOC401093
360	SPATA22	84690	0.5867	0.0001	spermatogenesis associated 22
361	CALD1	800	0.5867	0.0401	caldesmon 1
362	LGR4	55366	0.5867	0.0031	leucine-rich repeat containing G protein-coupled receptor 4
363	HDGF	3068	0.5867	0.0193	hepatoma-derived growth factor
364	TMEM86B	255043	0.5867	0.0060	transmembrane protein 86B
365	CCDC116	164592	0.5867	0.0105	coiled-coil domain containing 116
366	C1QTNF3	114899	0.5867	0.0060	C1q and tumor necrosis factor related protein 3
367	ANKUB1	389161	0.5860	0.0175	ankyrin repeat and ubiquitin domain containing 1
368	KALRN	8997	0.5850	0.0170	kalirin, RhoGEF kinase
369	BDKRB1	623	0.5850	0.0045	bradykinin receptor B1
370	LOC400027	400027	0.5850	0.0073	uncharacterized LOC400027
371	LRRC66	339977	0.5850	0.0001	leucine rich repeat containing 66
