Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
60	FLRT3	23767	2.3255	0.0002	fibronectin leucine rich transmembrane protein 3
61	NR2F2	7026	2.3217	0.0005	nuclear receptor subfamily 2, group F, member 2
62	NDRG3	57446	2.3208	0.0009	NDRG family member 3
63	MARCKSL1	65108	2.3187	0.0004	MARCKS-like 1
64	TMEM101	84336	2.3175	0.0004	transmembrane protein 101
65	UBE2E3	10477	2.3154	0.0005	ubiquitin-conjugating enzyme E2E 3
66	CCNJL	79616	2.3098	0.0002	cyclin J-like
67	NTN4	59277	2.3094	0.0003	netrin 4
68	CDKN2A	1029	2.3076	0.0000	cyclin-dependent kinase inhibitor 2A
69	C11ORF52	91894	2.3051	0.0010	chromosome 11 open reading frame 52
70	NPEPPS	9520	2.3013	0.0027	aminopeptidase puromycin sensitive
71	HIST1H2BK	85236	2.3006	0.0007	histone cluster 1, H2bk
72	HIST2H2BE	8349	2.3003	0.0011	histone cluster 2, H2be
73	SEMA3C	10512	2.2956	0.0018	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
74	NDFIP2	54602	2.2952	0.0036	Nedd4 family interacting protein 2
75	IKZF2	22807	2.2747	0.0016	IKAROS family zinc finger 2 (Helios)
76	SYTL5	94122	2.2619	0.0000	synaptotagmin-like 5
77	MKL1	57591	2.2559	0.0036	megakaryoblastic leukemia (translocation) 1
78	YIPF1	54432	2.2475	0.0018	Yip1 domain family, member 1
79	HTATIP2	10553	2.2468	0.0014	HIV-1 Tat interactive protein 2, 30kDa
80	YIPF3	25844	2.2447	0.0138	Yip1 domain family, member 3
81	GRN	2896	2.2378	0.0346	granulin
82	MSRB1	51734	2.2344	0.0026	methionine sulfoxide reductase B1
83	LEPREL1	55214	2.2325	0.0003	leprecan-like 1
84	EID2	163126	2.2305	0.0003	EP300 interacting inhibitor of differentiation 2
85	TSPYL4	23270	2.2302	0.0049	TSPY-like 4
86	AUH	549	2.2265	0.0034	AU RNA binding protein/enoyl-CoA hydratase
87	MT1F	4494	2.2244	0.0003	metallothionein 1F
88	PPFIBP1	8496	2.2225	0.0014	PTPRF interacting protein, binding protein 1 (liprin beta 1)
89	C12ORF76	400073	2.2096	0.0004	chromosome 12 open reading frame 76
90	TLE4	7091	2.2078	0.0012	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
91	DNAJC18	202052	2.2070	0.0013	DnaJ (Hsp40) homolog, subfamily C, member 18
92	SERTAD3	29946	2.2068	0.0003	SERTA domain containing 3
93	CDC42EP3	10602	2.2066	0.0009	CDC42 effector protein (Rho GTPase binding) 3
94	RC3H1	149041	2.1928	0.0069	ring finger and CCCH-type domains 1
95	SDF2	6388	2.1879	0.0034	stromal cell-derived factor 2
96	FAM50B	26240	2.1863	0.0002	family with sequence similarity 50, member B
97	CLUAP1	23059	2.1825	0.0025	clusterin associated protein 1
98	ANKRD13A	88455	2.1793	0.0025	ankyrin repeat domain 13A
99	ASH1L-AS1	645676	2.1777	0.0005	ASH1L antisense RNA 1 (non-protein coding)
100	SYTL3	94120	2.1770	0.0002	synaptotagmin-like 3
101	KAT2B	8850	2.1722	0.0065	K(lysine) acetyltransferase 2B
102	AKR1B1	231	2.1684	0.0009	aldo-keto reductase family 1, member B1 (aldose reductase)
103	HMCN1	83872	2.1634	0.0012	hemicentin 1
104	REPIN1	29803	2.1604	0.0014	replication initiator 1
105	PRCP	5547	2.1601	0.0076	prolylcarboxypeptidase (angiotensinase C)
106	HSBP1L1	440498	2.1599	0.0001	heat shock factor binding protein 1-like 1
107	TCHH	7062	2.1595	0.0001	trichohyalin
108	PEX14	5195	2.1584	0.0000	peroxisomal biogenesis factor 14
109	SALL2	6297	2.1553	0.0093	sal-like 2 (Drosophila)
110	GABPB1-AS1	100129387	2.1549	0.0009	GABPB1 antisense RNA 1 (non-protein coding)
111	HOMEZ	57594	2.1496	0.0000	homeobox and leucine zipper encoding
112	C2ORF15	150590	2.1479	0.0006	chromosome 2 open reading frame 15
113	FAM189A2	9413	2.1462	0.0012	family with sequence similarity 189, member A2
114	BDH2	56898	2.1441	0.0062	3-hydroxybutyrate dehydrogenase, type 2
115	GAD1	2571	2.1433	0.0001	glutamate decarboxylase 1 (brain, 67kDa)
116	FOXN3	1112	2.1408	0.0033	forkhead box N3
117	ANXA2P2	304	2.1382	0.0083	annexin A2 pseudogene 2
118	FRAT2	23401	2.1379	0.0012	frequently rearranged in advanced T-cell lymphomas 2
119	RIN2	54453	2.1377	0.0063	Ras and Rab interactor 2
120	GALNT7	51809	2.1368	0.0029	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
121	FUNDC1	139341	2.1315	0.0103	FUN14 domain containing 1
122	PNLIPRP3	119548	2.1292	0.0002	pancreatic lipase-related protein 3
123	MSL3	10943	2.1204	0.0001	male-specific lethal 3 homolog (Drosophila)
124	FAM43A	131583	2.1190	0.0001	family with sequence similarity 43, member A
125	SRI	6717	2.1170	0.0021	sorcin
126	CBX7	23492	2.1160	0.0196	chromobox homolog 7
127	FOSL2	2355	2.1151	0.0163	FOS-like antigen 2
128	RNF5	6048	2.1148	0.0010	ring finger protein 5, E3 ubiquitin protein ligase
129	PEBP1	5037	2.1108	0.0053	phosphatidylethanolamine binding protein 1
130	APCDD1	147495	2.1066	0.0005	adenomatosis polyposis coli down-regulated 1
131	NBR1	4077	2.1063	0.0301	neighbor of BRCA1 gene 1
132	C5ORF15	56951	2.1043	0.0058	chromosome 5 open reading frame 15
133	CASP1	834	2.1039	0.0148	caspase 1, apoptosis-related cysteine peptidase
134	C21ORF33	8209	2.1025	0.0151	chromosome 21 open reading frame 33
135	WIPI2	26100	2.1007	0.0020	WD repeat domain, phosphoinositide interacting 2
136	NDUFB4	4710	2.0936	0.0026	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa
137	KMO	8564	2.0934	0.0021	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
138	NCSTN	23385	2.0910	0.0069	nicastrin
139	CALCOCO1	57658	2.0903	0.0443	calcium binding and coiled-coil domain 1
140	CAV1	857	2.0889	0.0092	caveolin 1, caveolae protein, 22kDa
141	GMPR2	51292	2.0885	0.0132	guanosine monophosphate reductase 2
142	FUCA1	2517	2.0861	0.0102	fucosidase, alpha-L- 1, tissue
143	C11ORF93	120376	2.0846	0.0002	chromosome 11 open reading frame 93
144	ZNF606	80095	2.0811	0.0059	zinc finger protein 606
145	OST4	100128731	2.0810	0.0115	oligosaccharyltransferase 4 homolog (S. cerevisiae)
146	ANXA2R	389289	2.0809	0.0005	annexin A2 receptor
147	CADM1	23705	2.0795	0.0003	cell adhesion molecule 1
148	FLJ26850	400710	2.0758	0.0004	FLJ26850 protein
149	ATP1B1	481	2.0730	0.0006	ATPase, Na+/K+ transporting, beta 1 polypeptide
150	ZNF219	51222	2.0712	0.0132	zinc finger protein 219
151	APOBR	55911	2.0687	0.0066	apolipoprotein B receptor
152	OVGP1	5016	2.0674	0.0120	oviductal glycoprotein 1, 120kDa
153	PDLIM1	9124	2.0657	0.0007	PDZ and LIM domain 1
154	DDB1	1642	2.0639	0.0084	damage-specific DNA binding protein 1, 127kDa
155	GPX4	2879	2.0610	0.0151	glutathione peroxidase 4
156	DRAM1	55332	2.0609	0.0135	DNA-damage regulated autophagy modulator 1
157	EPB41L1	2036	2.0607	0.0015	erythrocyte membrane protein band 4.1-like 1
158	SUPT4H1	6827	2.0602	0.0034	suppressor of Ty 4 homolog 1 (S. cerevisiae)
159	ARHGAP23	57636	2.0579	0.0081	Rho GTPase activating protein 23
160	ZMAT2	153527	2.0568	0.0019	zinc finger, matrin-type 2
161	MPPED2	744	2.0542	0.0004	metallophosphoesterase domain containing 2
162	WNT4	54361	2.0503	0.0002	wingless-type MMTV integration site family, member 4
163	NUB1	51667	2.0497	0.0046	negative regulator of ubiquitin-like proteins 1
164	RBM4	5936	2.0494	0.0004	RNA binding motif protein 4
165	ENAH	55740	2.0456	0.0032	enabled homolog (Drosophila)
166	NDUFA1	4694	2.0455	0.0152	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa
167	IGBP1	3476	2.0433	0.0183	immunoglobulin (CD79A) binding protein 1
168	LRRC39	127495	2.0415	0.0002	leucine rich repeat containing 39
169	PLK2	10769	2.0413	0.0016	polo-like kinase 2
170	CD1D	912	2.0406	0.0003	CD1d molecule
171	PON2	5445	2.0394	0.0063	paraoxonase 2
172	NGFRAP1	27018	2.0393	0.0021	nerve growth factor receptor (TNFRSF16) associated protein 1
173	TMUB2	79089	2.0386	0.0129	transmembrane and ubiquitin-like domain containing 2
174	HEXIM1	10614	2.0375	0.0006	hexamethylene bis-acetamide inducible 1
175	DAB2IP	153090	2.0344	0.0025	DAB2 interacting protein
176	MAOA	4128	2.0309	0.0020	monoamine oxidase A
177	TATDN2	9797	2.0303	0.0015	TatD DNase domain containing 2
178	SGSH	6448	2.0284	0.0083	N-sulfoglucosamine sulfohydrolase
179	GLRX	2745	2.0284	0.0075	glutaredoxin (thioltransferase)
180	WISP2	8839	2.0271	0.0079	WNT1 inducible signaling pathway protein 2
181	ABCD4	5826	2.0254	0.0037	ATP-binding cassette, sub-family D (ALD), member 4
182	FBXL15	79176	2.0252	0.0126	F-box and leucine-rich repeat protein 15
183	ADM	133	2.0247	0.0036	adrenomedullin
184	ABHD8	79575	2.0240	0.0080	abhydrolase domain containing 8
185	COA5	493753	2.0233	0.0399	cytochrome C oxidase assembly factor 5
186	NTF3	4908	2.0232	0.0008	neurotrophin 3
187	PRKCD	5580	2.0226	0.0113	protein kinase C, delta
188	P4HA1	5033	2.0189	0.0055	prolyl 4-hydroxylase, alpha polypeptide I
189	KCNB2	9312	2.0188	0.0339	potassium voltage-gated channel, Shab-related subfamily, member 2
190	TRMT12	55039	2.0092	0.0010	tRNA methyltransferase 12 homolog (S. cerevisiae)
191	CCDC6	8030	2.0086	0.0032	coiled-coil domain containing 6
192	RPL28	6158	2.0079	0.0042	ribosomal protein L28
193	TRIM52	84851	2.0054	0.0102	tripartite motif containing 52
194	PIGV	55650	2.0051	0.0106	phosphatidylinositol glycan anchor biosynthesis, class V
195	STARD13	90627	2.0033	0.0022	StAR-related lipid transfer (START) domain containing 13
196	AMBRA1	55626	2.0032	0.0021	autophagy/beclin-1 regulator 1
197	MPP5	64398	2.0026	0.0071	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)
198	UNC93B1	81622	2.0024	0.0071	unc-93 homolog B1 (C. elegans)
199	LOC441461	441461	2.0011	0.0151	uncharacterized LOC441461
200	GPR107	57720	1.9987	0.0040	G protein-coupled receptor 107
201	ALDH2	217	1.9957	0.0041	aldehyde dehydrogenase 2 family (mitochondrial)
202	ZNF581	51545	1.9952	0.0098	zinc finger protein 581
203	ZNF12	7559	1.9948	0.0254	zinc finger protein 12
204	RNF103	7844	1.9938	0.0345	ring finger protein 103
205	ATXN10	25814	1.9912	0.0118	ataxin 10
206	CASP4	837	1.9866	0.0205	caspase 4, apoptosis-related cysteine peptidase
207	PPFIBP2	8495	1.9857	0.0011	PTPRF interacting protein, binding protein 2 (liprin beta 2)
208	TSPAN6	7105	1.9756	0.0042	tetraspanin 6
209	CCL2	6347	1.9719	0.0085	chemokine (C-C motif) ligand 2
210	PDS5B	23047	1.9697	0.0567	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)
211	RPP25L	138716	1.9679	0.0084	ribonuclease P/MRP 25kDa subunit-like
212	CYP2J2	1573	1.9657	0.0008	cytochrome P450, family 2, subfamily J, polypeptide 2
213	MTSS1L	92154	1.9645	0.0055	metastasis suppressor 1-like
214	ENY2	56943	1.9585	0.0045	enhancer of yellow 2 homolog (Drosophila)
215	LOC387647	387647	1.9494	0.0010	patched domain containing 3 pseudogene
216	ST6GALNAC1	55808	1.9471	0.0004	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
217	ZDHHC3	51304	1.9463	0.0027	zinc finger, DHHC-type containing 3
218	PPAP2B	8613	1.9455	0.0060	phosphatidic acid phosphatase type 2B
219	C7ORF29	113763	1.9417	0.0000	chromosome 7 open reading frame 29
220	ROBO1	6091	1.9407	0.0013	roundabout, axon guidance receptor, homolog 1 (Drosophila)
221	ZC3H12A	80149	1.9385	0.0136	zinc finger CCCH-type containing 12A
222	SNX6	58533	1.9382	0.0323	sorting nexin 6
223	TPD52L1	7164	1.9374	0.0026	tumor protein D52-like 1
224	COX16	51241	1.9374	0.0086	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)
225	ORMDL3	94103	1.9362	0.0016	ORM1-like 3 (S. cerevisiae)
226	CSF1	1435	1.9350	0.0529	colony stimulating factor 1 (macrophage)
227	RGS16	6004	1.9340	0.0022	regulator of G-protein signaling 16
228	IL15	3600	1.9328	0.0078	interleukin 15
229	MRPL45	84311	1.9266	0.0195	mitochondrial ribosomal protein L45
230	HIST1H3A	8350	1.9265	0.0006	histone cluster 1, H3a
231	NUDT18	79873	1.9251	0.0047	nudix (nucleoside diphosphate linked moiety X)-type motif 18
232	MCC	4163	1.9244	0.0063	mutated in colorectal cancers
233	IFT43	112752	1.9216	0.0134	intraflagellar transport 43 homolog (Chlamydomonas)
234	CAMK2G	818	1.9203	0.0037	calcium/calmodulin-dependent protein kinase II gamma
235	CASP6	839	1.9158	0.0084	caspase 6, apoptosis-related cysteine peptidase
236	SLC11A2	4891	1.9137	0.0009	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
237	ANXA11	311	1.9121	0.0121	annexin A11
238	HMG20A	10363	1.9112	0.0523	high mobility group 20A
239	NTNG2	84628	1.9112	0.0014	netrin G2
240	FOLR1	2348	1.9099	0.0015	folate receptor 1 (adult)
241	VPS41	27072	1.9098	0.0165	vacuolar protein sorting 41 homolog (S. cerevisiae)
242	SLC25A29	123096	1.9094	0.0099	solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29
243	BIRC3	330	1.9078	0.0155	baculoviral IAP repeat containing 3
244	ZNF655	79027	1.9076	0.0028	zinc finger protein 655
245	NDUFA2	4695	1.9059	0.0438	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa
246	CREG1	8804	1.9051	0.0133	cellular repressor of E1A-stimulated genes 1
247	PDCD6	10016	1.9047	0.0189	programmed cell death 6
248	KDM3A	55818	1.9037	0.0342	lysine (K)-specific demethylase 3A
249	MTUS2	23281	1.8997	0.0006	microtubule associated tumor suppressor candidate 2
250	EIF4EBP2	1979	1.8989	0.0033	eukaryotic translation initiation factor 4E binding protein 2
251	CPE	1363	1.8956	0.0077	carboxypeptidase E
252	TRUB2	26995	1.8945	0.0246	TruB pseudouridine (psi) synthase homolog 2 (E. coli)
253	C1QTNF6	114904	1.8940	0.0033	C1q and tumor necrosis factor related protein 6
254	MFF	56947	1.8935	0.0157	mitochondrial fission factor
255	TNFRSF14	8764	1.8933	0.0182	tumor necrosis factor receptor superfamily, member 14
256	DCN	1634	1.8930	0.0369	decorin
257	DUSP19	142679	1.8899	0.0023	dual specificity phosphatase 19
258	HHLA3	11147	1.8893	0.0022	HERV-H LTR-associating 3
259	AKAP14	158798	1.8889	0.0008	A kinase (PRKA) anchor protein 14
260	MTUS1	57509	1.8813	0.0048	microtubule associated tumor suppressor 1
261	EPSTI1	94240	1.8802	0.0147	epithelial stromal interaction 1 (breast)
262	KLHL36	79786	1.8797	0.0034	kelch-like 36 (Drosophila)
263	HOXA-AS2	285943	1.8790	0.0038	HOXA cluster antisense RNA 2 (non-protein coding)
264	IGFL1	374918	1.8745	0.0100	IGF-like family member 1
265	ALPP	250	1.8741	0.0055	alkaline phosphatase, placental
266	TSPAN8	7103	1.8737	0.0009	tetraspanin 8
267	TGIF1	7050	1.8721	0.0020	TGFB-induced factor homeobox 1
268	MARVELD3	91862	1.8687	0.0069	MARVEL domain containing 3
269	ZNF271	10778	1.8675	0.0205	zinc finger protein 271
270	TMEM59	9528	1.8659	0.0742	transmembrane protein 59
271	XPR1	9213	1.8643	0.0062	xenotropic and polytropic retrovirus receptor 1
272	MAX	4149	1.8614	0.0027	MYC associated factor X
273	IFNGR1	3459	1.8571	0.0537	interferon gamma receptor 1
274	NDUFS3	4722	1.8564	0.0640	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)
275	PPP2R2B	5521	1.8551	0.0012	protein phosphatase 2, regulatory subunit B, beta
276	CASC4	113201	1.8548	0.0563	cancer susceptibility candidate 4
277	GDPD1	284161	1.8545	0.0031	glycerophosphodiester phosphodiesterase domain containing 1
278	PGM2L1	283209	1.8540	0.0038	phosphoglucomutase 2-like 1
279	CLK4	57396	1.8537	0.0792	CDC-like kinase 4
280	HPGD	3248	1.8530	0.0007	hydroxyprostaglandin dehydrogenase 15-(NAD)
281	FAM84A	151354	1.8527	0.0004	family with sequence similarity 84, member A
282	MORN2	729967	1.8523	0.0172	MORN repeat containing 2
283	MUC1	4582	1.8521	0.0096	mucin 1, cell surface associated
284	SSPN	8082	1.8510	0.0212	sarcospan
285	OXTR	5021	1.8479	0.0005	oxytocin receptor
286	EIF2AK1	27102	1.8468	0.0054	eukaryotic translation initiation factor 2-alpha kinase 1
287	PNRC1	10957	1.8466	0.0362	proline-rich nuclear receptor coactivator 1
288	TMCO4	255104	1.8460	0.0045	transmembrane and coiled-coil domains 4
289	PDK2	5164	1.8453	0.0376	pyruvate dehydrogenase kinase, isozyme 2
290	KAL1	3730	1.8445	0.0008	Kallmann syndrome 1 sequence
291	NDUFC1	4717	1.8429	0.0203	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa
292	C1ORF53	388722	1.8416	0.0018	chromosome 1 open reading frame 53
293	NDUFB7	4713	1.8397	0.0547	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa
294	NCOA7	135112	1.8396	0.0148	nuclear receptor coactivator 7
295	MED20	9477	1.8375	0.0029	mediator complex subunit 20
296	GALM	130589	1.8369	0.0031	galactose mutarotase (aldose 1-epimerase)
297	ALOX5AP	241	1.8364	0.0176	arachidonate 5-lipoxygenase-activating protein
298	TCF7L1	83439	1.8354	0.0082	transcription factor 7-like 1 (T-cell specific, HMG-box)
299	RAG1	5896	1.8330	0.0003	recombination activating gene 1
300	ZBTB3	79842	1.8326	0.0023	zinc finger and BTB domain containing 3
301	PCDH7	5099	1.8318	0.0053	protocadherin 7
302	IFIH1	64135	1.8316	0.0317	interferon induced with helicase C domain 1
303	ZFP36L1	677	1.8314	0.0139	zinc finger protein 36, C3H type-like 1
304	CARD16	114769	1.8312	0.0184	caspase recruitment domain family, member 16
305	ARHGEF10L	55160	1.8299	0.0019	Rho guanine nucleotide exchange factor (GEF) 10-like
306	CLDN1	9076	1.8288	0.0045	claudin 1
307	PTRHD1	391356	1.8282	0.0145	peptidyl-tRNA hydrolase domain containing 1
308	SASH1	23328	1.8279	0.0128	SAM and SH3 domain containing 1
309	CRBN	51185	1.8269	0.0552	cereblon
310	PRDM2	7799	1.8267	0.0237	PR domain containing 2, with ZNF domain
311	SDF4	51150	1.8266	0.0461	stromal cell derived factor 4
312	TMEM133	83935	1.8265	0.0026	transmembrane protein 133
313	CFI	3426	1.8250	0.0068	complement factor I
314	ZNF395	55893	1.8224	0.0104	zinc finger protein 395
315	FANCF	2188	1.8211	0.0129	Fanconi anemia, complementation group F
316	PCSK5	5125	1.8210	0.0015	proprotein convertase subtilisin/kexin type 5
317	EPHA4	2043	1.8201	0.0024	EPH receptor A4
318	CRYL1	51084	1.8199	0.0178	crystallin, lambda 1
319	FAM53C	51307	1.8180	0.0036	family with sequence similarity 53, member C
320	ZNF704	619279	1.8168	0.0076	zinc finger protein 704
321	RARRES3	5920	1.8163	0.0230	retinoic acid receptor responder (tazarotene induced) 3
322	ATG4B	23192	1.8163	0.0075	autophagy related 4B, cysteine peptidase
323	LRRC8D	55144	1.8162	0.0008	leucine rich repeat containing 8 family, member D
324	TLR2	7097	1.8162	0.0170	toll-like receptor 2
325	SPIN1	10927	1.8133	0.0233	spindlin 1
326	HMGN3	9324	1.8132	0.0168	high mobility group nucleosomal binding domain 3
327	MTF2	22823	1.8131	0.0679	metal response element binding transcription factor 2
328	PRICKLE1	144165	1.8113	0.0027	prickle homolog 1 (Drosophila)
329	GGA2	23062	1.8107	0.0064	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
330	CHST12	55501	1.8088	0.0031	carbohydrate (chondroitin 4) sulfotransferase 12
331	ASB9	140462	1.8080	0.0011	ankyrin repeat and SOCS box containing 9
332	SAMD9L	219285	1.8074	0.0358	sterile alpha motif domain containing 9-like
333	SLCO2B1	11309	1.8063	0.0224	solute carrier organic anion transporter family, member 2B1
334	CTSD	1509	1.8046	0.0601	cathepsin D
335	LAPTM4B	55353	1.8033	0.0052	lysosomal protein transmembrane 4 beta
336	C19ORF10	56005	1.8026	0.0465	chromosome 19 open reading frame 10
337	LGALS8-AS1	100287902	1.8022	0.0274	LGALS8 antisense RNA 1 (non-protein coding)
338	LYPD5	284348	1.7980	0.0117	LY6/PLAUR domain containing 5
339	CES4A	283848	1.7959	0.0098	carboxylesterase 4A
340	IRF2	3660	1.7957	0.0213	interferon regulatory factor 2
341	EXOC4	60412	1.7955	0.0097	exocyst complex component 4
342	PTGER2	5732	1.7953	0.0007	prostaglandin E receptor 2 (subtype EP2), 53kDa
343	PHYH	5264	1.7949	0.0186	phytanoyl-CoA 2-hydroxylase
344	EIF2D	1939	1.7939	0.0216	eukaryotic translation initiation factor 2D
345	HIST1H2BM	8342	1.7930	0.0030	histone cluster 1, H2bm
346	SAMD13	148418	1.7916	0.0024	sterile alpha motif domain containing 13
347	IL17RD	54756	1.7914	0.0044	interleukin 17 receptor D
348	UPK3B	80761	1.7914	0.0028	uroplakin 3B
349	C11ORF71	54494	1.7898	0.0043	chromosome 11 open reading frame 71
350	DDX47	51202	1.7897	0.0308	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
351	PIGZ	80235	1.7892	0.0055	phosphatidylinositol glycan anchor biosynthesis, class Z
352	APOL2	23780	1.7888	0.0285	apolipoprotein L, 2
353	URM1	81605	1.7865	0.0266	ubiquitin related modifier 1
354	AIFM1	9131	1.7865	0.0343	apoptosis-inducing factor, mitochondrion-associated, 1
355	C3ORF67	200844	1.7845	0.0014	chromosome 3 open reading frame 67
356	ZNF91	7644	1.7818	0.0192	zinc finger protein 91
357	KLRC4	8302	1.7814	0.0008	killer cell lectin-like receptor subfamily C, member 4
358	ATP5J2	9551	1.7793	0.0558	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2
359	TTC14	151613	1.7781	0.0629	tetratricopeptide repeat domain 14
360	IFT172	26160	1.7779	0.0108	intraflagellar transport 172 homolog (Chlamydomonas)
361	RARG	5916	1.7771	0.0831	retinoic acid receptor, gamma
362	NUDT16L1	84309	1.7765	0.0136	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1
